user_id,workspace_id,signup_date,days_since_signup,total_sessions,total_events,avg_session_duration_min,tasks_created,tasks_completed,boards_created,premium_features_used,last_active_date,is_power_user,is_at_risk_churn,cohort_month
U000115,WS000450,2025-05-14,231,14,122,15.9,28,20,2,0,2025-07-14,False,True,2025-05
U000116,WS000627,2025-09-15,107,150,1711,31.5,258,156,11,0,2025-12-28,True,False,2025-09
U000117,WS000656,2025-01-20,345,2,8,9.0,3,1,1,0,2025-02-15,False,True,2025-01
U000118,WS001730,2025-05-14,231,39,465,9.1,40,31,2,2,2025-12-31,False,False,2025-05
U000119,WS002443,2024-04-24,616,3,62,16.7,33,23,4,0,2025-07-24,False,True,2024-04
U000120,WS000261,2025-10-27,65,6,75,15.8,11,6,1,0,2025-11-25,False,True,2025-10
U000121,WS001577,2024-02-10,690,1,3,8.8,9,2,0,0,2024-07-18,False,True,2024-02
U000122,WS001564,2024-01-27,704,13,488,8.7,26,18,2,1,2025-12-30,False,False,2024-01
U000123,WS002441,2025-04-20,255,27,268,26.5,224,194,17,1,2025-09-03,True,True,2025-04
U000124,WS001918,2024-01-29,702,26,527,39.5,200,159,5,0,2025-06-30,True,True,2024-01
U000125,WS002168,2024-02-24,676,40,420,18.7,14,7,1,0,2025-12-27,False,False,2024-02
U000126,WS001030,2024-08-31,487,1,3,8.3,8,4,0,0,2025-09-06,False,True,2024-08
U000127,WS002267,2024-10-22,435,1,1,8.7,0,0,0,0,2025-02-09,False,True,2024-10
U000128,WS000048,2025-03-10,296,10,93,12.8,18,10,3,0,2025-04-04,False,True,2025-03
U000129,WS000470,2025-07-22,162,13,107,14.2,29,18,4,0,2025-09-28,False,True,2025-07
U000130,WS002200,2025-01-08,357,33,389,19.1,37,25,2,0,2025-12-30,False,False,2025-01
U000131,WS001093,2024-01-16,715,4,134,16.3,49,30,3,1,2024-04-17,False,True,2024-01
U000132,WS001394,2025-11-18,43,34,287,8.2,36,21,4,0,2025-12-27,False,False,2025-11
U000133,WS000457,2025-05-04,241,8,28,7.5,2,1,1,0,2025-12-29,False,False,2025-05
U000134,WS001203,2024-07-01,548,2,12,5.1,1,0,1,0,2025-07-18,False,True,2024-07
U000135,WS001781,2024-01-16,715,12,67,17.7,14,9,2,0,2025-04-16,False,True,2024-01
U000136,WS000648,2024-05-20,590,47,173,27.1,77,68,19,0,2025-06-09,True,True,2024-05
U000137,WS001859,2025-11-27,34,150,1252,36.4,211,176,11,0,2025-12-31,True,False,2025-11
U000138,WS000014,2025-11-19,42,11,66,17.7,38,24,3,0,2025-12-26,False,False,2025-11
U000139,WS001079,2025-08-07,146,2,4,7.4,2,0,0,0,2025-10-20,False,True,2025-08
U000140,WS002051,2025-12-10,21,14,173,19.4,36,20,1,0,2025-12-29,False,False,2025-12
U000141,WS000732,2025-08-06,147,10,163,12.2,24,13,1,2,2025-12-27,False,False,2025-08
U000142,WS002080,2025-05-20,225,48,440,35.3,192,134,7,1,2025-05-31,True,True,2025-05
U000143,WS000436,2025-07-26,158,3,69,12.0,23,14,1,0,2025-10-22,False,True,2025-07
U000144,WS001223,2024-03-29,642,30,380,37.8,95,83,12,1,2024-07-11,True,True,2024-03
U000145,WS002080,2024-11-27,399,45,524,28.3,297,263,16,1,2024-12-28,True,True,2024-11
U000146,WS002495,2024-06-24,555,12,87,13.8,38,20,1,0,2025-05-12,False,True,2024-06
U000147,WS000815,2024-08-11,507,5,93,14.8,10,6,4,0,2025-07-06,False,True,2024-08
U000148,WS000627,2024-09-18,469,7,15,18.7,17,13,2,0,2024-12-25,False,True,2024-09
U000149,WS001532,2024-12-10,386,3,16,14.2,22,12,3,1,2025-05-20,False,True,2024-12
U000150,WS000662,2024-01-31,700,6,40,16.0,10,7,1,0,2025-02-03,False,True,2024-01
U000151,WS002210,2025-06-07,207,2,5,6.1,7,3,0,0,2025-07-29,False,True,2025-06
U000152,WS002173,2025-03-23,283,14,124,14.6,38,24,1,0,2025-06-07,False,True,2025-03
U000153,WS000003,2025-07-25,159,4,19,6.7,8,4,1,0,2025-12-26,False,False,2025-07
U000154,WS002454,2025-06-07,207,9,101,9.8,41,30,3,0,2025-07-05,False,True,2025-06
U000155,WS001328,2025-12-16,15,23,427,10.0,44,34,3,0,2025-12-27,False,False,2025-12
U000156,WS002002,2025-04-03,272,10,28,11.7,42,28,2,0,2025-09-30,False,True,2025-04
U000157,WS000080,2024-06-05,574,1,6,3.8,8,2,1,0,2024-12-03,False,True,2024-06
U000158,WS000459,2025-03-15,291,1,38,4.0,5,2,0,0,2025-12-27,False,False,2025-03
U000159,WS001487,2024-09-13,474,4,107,18.5,15,10,2,0,2025-02-28,False,True,2024-09
U000160,WS001260,2024-07-26,523,2,13,6.7,2,0,0,0,2024-12-24,False,True,2024-07
U000161,WS000981,2024-12-14,382,6,28,8.6,25,16,3,0,2025-02-04,False,True,2024-12
U000162,WS000238,2025-06-04,210,33,542,22.7,133,116,14,0,2025-08-12,True,True,2025-06
U000163,WS000987,2024-03-04,667,6,129,13.1,21,11,4,0,2024-12-09,False,True,2024-03
U000164,WS002324,2024-10-27,430,10,191,9.6,48,33,1,0,2025-12-31,False,False,2024-10
U000165,WS000323,2024-02-15,685,9,42,11.5,24,15,2,0,2024-05-17,False,True,2024-02
U000166,WS000351,2024-01-02,729,18,335,33.5,53,45,10,0,2024-05-03,True,True,2024-01
U000167,WS001991,2024-05-22,588,47,329,41.5,78,62,5,1,2025-03-29,True,True,2024-05
U000168,WS000284,2024-12-24,372,8,88,8.3,12,6,4,0,2025-07-22,False,True,2024-12
U000169,WS002182,2025-01-17,348,8,30,3.8,1,0,0,0,2025-12-28,False,False,2025-01
U000170,WS000516,2025-11-30,31,14,52,8.7,24,16,4,0,2025-12-18,False,False,2025-11
U000171,WS000526,2025-07-20,164,3,12,5.2,3,1,0,0,2025-12-27,False,False,2025-07
U000172,WS001947,2025-10-23,69,9,23,6.4,6,3,0,0,2025-12-29,False,False,2025-10
U000173,WS002252,2024-11-27,399,23,135,11.8,47,37,2,0,2025-12-30,False,False,2024-11
U000174,WS000677,2024-05-31,579,2,11,6.8,6,2,0,0,2024-09-19,False,True,2024-05
U000175,WS001086,2024-10-21,436,13,145,8.0,41,25,3,0,2025-06-30,False,True,2024-10
U000176,WS002162,2025-06-03,211,0,6,8.2,0,0,1,0,2025-07-21,False,True,2025-06
U000177,WS002485,2025-07-06,178,17,137,15.9,40,23,1,0,2025-12-25,False,False,2025-07
U000178,WS001734,2024-01-28,703,14,32,18.5,31,19,3,0,2025-04-27,False,True,2024-01
U000179,WS000868,2024-01-10,721,12,136,8.9,39,30,1,0,2025-01-11,False,True,2024-01
U000180,WS002209,2025-07-29,155,1,10,3.7,9,4,1,0,2025-11-19,False,True,2025-07
U000181,WS000824,2024-06-04,575,57,1178,21.2,242,148,10,5,2025-12-29,True,False,2024-06
U000182,WS001277,2024-01-20,711,8,43,10.2,32,19,1,0,2024-03-01,False,True,2024-01
U000183,WS001635,2024-07-24,525,2,9,7.4,4,1,0,0,2025-03-29,False,True,2024-07
U000184,WS001530,2024-07-03,546,0,8,5.7,9,3,0,0,2025-09-09,False,True,2024-07
U000185,WS001795,2024-11-03,423,37,366,23.6,299,260,10,1,2024-11-17,True,True,2024-11
U000186,WS002120,2025-05-09,236,11,101,18.5,15,10,1,0,2025-07-09,False,True,2025-05
U000187,WS001850,2025-06-21,193,4,46,3.5,0,0,1,0,2025-12-28,False,False,2025-06
U000188,WS000496,2024-10-13,444,57,276,39.3,201,172,12,1,2024-12-27,True,True,2024-10
U000189,WS001016,2024-06-09,570,11,57,15.4,36,24,2,0,2024-08-27,False,True,2024-06
U000190,WS000921,2025-09-05,117,25,95,17.3,25,17,3,0,2025-12-27,False,False,2025-09
U000191,WS000263,2025-12-25,6,24,235,11.4,27,21,1,0,2025-12-25,False,False,2025-12
U000192,WS001385,2025-05-11,234,12,60,10.3,28,18,2,0,2025-05-28,False,True,2025-05
U000193,WS000087,2024-01-03,728,0,14,8.0,3,1,1,0,2025-04-03,False,True,2024-01
U000194,WS002410,2024-10-30,427,13,36,16.5,45,26,1,0,2025-08-03,False,True,2024-10
U000195,WS002269,2024-01-21,710,19,255,33.6,283,184,13,0,2024-05-23,True,True,2024-01
U000196,WS000943,2024-05-20,590,10,51,12.5,14,10,1,0,2025-06-11,False,True,2024-05
U000197,WS002411,2024-10-17,440,1,2,9.5,0,0,0,0,2025-03-30,False,True,2024-10
U000198,WS000903,2024-09-19,468,6,132,10.3,30,17,4,0,2025-03-03,False,True,2024-09
U000199,WS000030,2024-03-24,647,4,148,9.3,48,32,4,0,2025-04-19,False,True,2024-03
U000200,WS000291,2025-12-26,5,3,40,3.1,1,0,0,0,2025-12-25,False,False,2025-12
U000201,WS000242,2024-06-02,577,20,243,19.4,155,116,8,1,2024-11-07,True,True,2024-06
U000202,WS000938,2025-11-06,55,30,232,11.7,42,22,1,0,2025-12-27,False,False,2025-11
U000203,WS000277,2025-10-23,69,10,77,13.9,27,19,1,0,2025-12-28,False,False,2025-10
U000204,WS000129,2025-03-16,290,136,1165,26.5,82,52,7,1,2025-12-29,True,False,2025-03
U000205,WS001354,2025-04-03,272,8,30,6.2,5,1,0,0,2025-12-29,False,False,2025-04
U000206,WS000291,2024-12-18,378,43,520,29.7,168,124,10,1,2025-03-04,True,True,2024-12
U000207,WS002106,2025-05-31,214,8,121,19.6,39,28,1,0,2025-06-14,False,True,2025-05
U000208,WS000975,2024-09-15,472,4,16,19.2,20,13,3,0,2025-03-12,False,True,2024-09
U000209,WS001141,2024-09-20,467,3,111,13.2,48,34,1,0,2025-08-25,False,True,2024-09
U000210,WS001989,2024-02-24,676,13,130,17.0,15,9,4,0,2025-07-29,False,True,2024-02
U000211,WS000878,2024-09-04,483,3,121,17.6,25,18,4,0,2025-02-06,False,True,2024-09
U000212,WS002209,2025-04-04,271,8,42,9.1,3,1,0,0,2025-12-26,False,False,2025-04
U000213,WS000542,2025-03-24,282,0,1,5.5,7,2,1,0,2025-08-28,False,True,2025-03
U000214,WS002339,2024-05-22,588,15,157,15.5,49,38,2,1,2025-12-30,False,False,2024-05
U000215,WS002361,2024-06-06,573,12,96,19.6,33,23,4,0,2025-12-26,False,False,2024-06
U000216,WS001937,2025-07-31,153,38,241,41.9,290,233,19,0,2025-10-23,True,True,2025-07
U000217,WS000996,2024-06-12,567,9,90,9.7,45,26,2,0,2025-05-20,False,True,2024-06
U000218,WS001938,2025-10-14,78,18,385,26.7,179,152,6,1,2025-11-23,True,True,2025-10
U000219,WS001668,2025-10-14,78,1,29,3.6,9,3,0,0,2025-12-27,False,False,2025-10
U000220,WS000780,2024-02-29,671,0,6,4.7,4,1,1,0,2025-08-05,False,True,2024-02
U000221,WS000387,2024-09-09,478,13,36,8.4,23,12,3,0,2024-12-07,False,True,2024-09
U000222,WS000398,2024-09-19,468,1,8,10.0,4,1,1,0,2025-06-12,False,True,2024-09
U000223,WS001766,2025-02-23,311,29,510,22.9,127,113,7,1,2025-05-03,True,True,2025-02
U000224,WS001452,2024-04-01,639,26,160,37.7,126,86,15,0,2024-07-02,True,True,2024-04
U000225,WS001735,2025-10-11,81,0,11,9.1,1,0,0,0,2025-10-22,False,True,2025-10
U000226,WS001684,2024-12-03,393,8,71,16.7,27,17,1,0,2025-06-15,False,True,2024-12
U000227,WS001913,2025-05-24,221,11,84,11.8,35,18,3,0,2025-08-20,False,True,2025-05
U000228,WS000222,2024-01-21,710,1,9,9.1,5,2,1,0,2024-08-06,False,True,2024-01
U000229,WS000404,2024-04-06,634,8,149,14.3,24,12,1,0,2025-06-30,False,True,2024-04
U000230,WS000249,2025-12-26,5,20,484,10.4,45,32,3,0,2025-12-28,False,False,2025-12
U000231,WS001650,2024-03-27,644,5,37,17.2,42,31,3,0,2025-08-20,False,True,2024-03
U000232,WS001390,2025-10-06,86,143,816,39.1,73,51,10,1,2025-12-25,True,False,2025-10
U000233,WS000448,2025-06-23,191,3,88,8.1,29,14,4,0,2025-07-04,False,True,2025-06
U000234,WS001019,2024-12-02,394,26,402,21.4,288,205,8,0,2025-01-26,True,True,2024-12
U000235,WS000785,2024-04-28,612,104,1245,23.1,295,238,13,0,2025-12-27,True,False,2024-04
U000236,WS000780,2024-06-08,571,1,10,3.7,8,3,1,0,2025-12-28,False,False,2024-06
U000237,WS002197,2025-10-26,66,32,110,9.1,12,7,4,0,2025-12-30,False,False,2025-10
U000238,WS001838,2024-10-14,443,8,104,18.5,31,16,1,0,2025-02-19,False,True,2024-10
U000239,WS000575,2025-01-31,334,33,217,13.6,19,13,2,0,2025-12-26,False,False,2025-01
U000240,WS001729,2024-12-10,386,59,504,30.0,150,134,15,5,2025-08-31,True,True,2024-12
U000241,WS000752,2025-02-10,324,49,452,11.4,36,18,2,0,2025-12-29,False,False,2025-02
U000242,WS001141,2024-01-23,708,44,406,8.5,27,13,1,0,2025-12-25,False,False,2024-01
U000243,WS001895,2024-09-17,470,7,86,11.2,31,15,3,2,2025-05-05,False,True,2024-09
U000244,WS001024,2024-03-06,665,1,11,7.6,7,3,1,0,2025-07-25,False,True,2024-03
U000245,WS000309,2024-01-14,717,0,5,3.3,9,2,1,0,2024-02-09,False,True,2024-01
U000246,WS001816,2024-04-10,630,11,143,17.7,31,17,3,0,2024-08-26,False,True,2024-04
U000247,WS002255,2025-02-08,326,1,13,4.2,4,1,0,0,2025-08-21,False,True,2025-02
U000248,WS000402,2025-06-09,205,2,9,7.4,3,1,0,0,2025-08-09,False,True,2025-06
U000249,WS000208,2024-06-07,572,11,128,19.6,28,17,3,0,2025-04-28,False,True,2024-06
U000250,WS002215,2024-04-26,614,39,595,39.1,284,194,6,1,2025-07-08,True,True,2024-04
U000251,WS000061,2025-09-19,103,36,161,19.4,24,18,1,0,2025-12-25,False,False,2025-09
U000252,WS000383,2025-10-21,71,44,404,34.0,175,119,19,0,2025-11-02,True,True,2025-10
U000253,WS000969,2025-05-19,226,38,474,14.0,25,16,1,0,2025-12-29,False,False,2025-05
U000254,WS000682,2025-07-16,168,46,109,16.5,36,26,2,0,2025-12-26,False,False,2025-07
U000255,WS001665,2024-03-14,657,31,103,17.5,48,29,2,2,2025-12-30,False,False,2024-03
U000256,WS001990,2024-06-30,549,7,100,10.0,18,9,1,0,2024-09-01,False,True,2024-06
U000257,WS001972,2025-09-09,113,7,126,13.5,40,31,2,0,2025-10-20,False,True,2025-09
U000258,WS000876,2025-12-29,2,47,427,8.1,43,29,1,0,2025-12-27,False,False,2025-12
U000259,WS001643,2025-06-16,198,5,93,9.3,33,25,1,0,2025-06-29,False,True,2025-06
U000260,WS000241,2025-03-01,305,168,544,30.9,291,249,16,0,2025-12-26,True,False,2025-03
U000261,WS000675,2024-10-31,426,3,35,5.5,2,1,0,0,2025-12-28,False,False,2024-10
U000262,WS001553,2024-11-22,404,5,54,9.3,21,11,3,0,2025-04-29,False,True,2024-11
U000263,WS000009,2025-06-12,202,13,86,12.9,32,17,1,0,2025-09-24,False,True,2025-06
U000264,WS001600,2024-03-06,665,10,68,18.9,16,11,2,0,2025-05-21,False,True,2024-03
U000265,WS001087,2025-07-24,160,26,297,34.8,89,60,9,0,2025-10-01,True,True,2025-07
U000266,WS001864,2024-08-01,517,14,128,8.8,44,34,1,0,2024-10-25,False,True,2024-08
U000267,WS001169,2024-01-26,705,5,130,14.0,36,23,2,0,2024-10-12,False,True,2024-01
U000268,WS001733,2025-08-23,130,12,120,15.2,17,8,2,0,2025-11-06,False,True,2025-08
U000269,WS002277,2024-10-23,434,36,348,30.3,96,80,10,0,2024-12-23,True,True,2024-10
U000270,WS001994,2025-03-29,277,1,6,6.9,9,3,1,0,2025-08-13,False,True,2025-03
U000271,WS000635,2024-08-07,511,0,4,9.4,1,0,0,0,2024-11-22,False,True,2024-08
U000272,WS000778,2025-06-27,187,9,43,9.1,2,0,0,0,2025-12-25,False,False,2025-06
U000273,WS001216,2024-06-10,569,52,525,33.5,93,76,8,0,2025-01-25,True,True,2024-06
U000274,WS000892,2025-10-27,65,1,21,8.1,3,1,1,0,2025-12-27,False,False,2025-10
U000275,WS000240,2025-07-25,159,0,8,4.8,2,0,0,0,2025-09-16,False,True,2025-07
U000276,WS002373,2025-08-10,143,34,581,16.5,192,162,19,0,2025-09-06,True,True,2025-08
