subscription_id,workspace_id,plan_type,mrr,start_date,end_date,is_active,churn_date,churn_reason
SUB000173,WS001635,starter,20,2024-07-24,2025-06-25,False,2025-06-25,price
SUB000174,WS001530,free,0,2024-03-25,,True,,
SUB000175,WS001795,starter,90,2024-11-03,,True,,
SUB000176,WS002120,free,0,2025-03-24,,True,,
SUB000177,WS001850,professional,125,2024-08-09,,True,,
SUB000178,WS000496,starter,40,2024-09-02,,True,,
SUB000179,WS001016,free,0,2024-06-09,,True,,
SUB000180,WS000921,free,0,2024-08-24,,True,,
SUB000181,WS000263,free,0,2025-10-28,,True,,
SUB000182,WS001385,free,0,2024-07-21,,True,,
SUB000183,WS000087,free,0,2024-01-03,,True,,
SUB000184,WS002410,free,0,2024-10-30,,True,,
SUB000185,WS002269,free,0,2024-01-21,,True,,
SUB000186,WS000943,professional,175,2024-02-13,,True,,
SUB000187,WS002411,free,0,2024-10-17,,True,,
SUB000188,WS000030,free,0,2024-03-24,,True,,
SUB000189,WS000291,free,0,2024-03-16,,True,,
SUB000190,WS000242,free,0,2024-06-02,,True,,
SUB000191,WS000938,free,0,2024-09-02,,True,,
SUB000192,WS000277,starter,70,2024-11-11,,True,,
SUB000193,WS000129,free,0,2025-03-16,,True,,
SUB000194,WS001354,enterprise,200,2024-02-10,,True,,
SUB000195,WS002106,free,0,2024-06-29,2025-06-14,False,2025-06-14,competitor
SUB000196,WS000975,free,0,2024-06-20,,True,,
SUB000197,WS001141,free,0,2024-01-23,,True,,
SUB000198,WS001989,starter,40,2024-02-13,,True,,
SUB000199,WS000878,free,0,2024-09-04,,True,,
SUB000200,WS000542,free,0,2024-11-30,,True,,
SUB000201,WS002339,enterprise,200,2024-03-22,,True,,
SUB000202,WS002361,professional,175,2024-02-28,,True,,
SUB000203,WS001937,starter,20,2024-01-29,2025-10-23,False,2025-10-23,competitor
SUB000204,WS000996,starter,40,2024-06-12,,True,,
SUB000205,WS001938,free,0,2024-08-22,,True,,
SUB000206,WS001668,professional,125,2024-06-16,,True,,
SUB000207,WS000780,free,0,2024-02-29,,True,,
SUB000208,WS000387,starter,30,2024-09-09,,True,,
SUB000209,WS000398,starter,40,2024-05-21,,True,,
SUB000210,WS001766,free,0,2024-10-24,,True,,
SUB000211,WS001452,free,0,2024-04-01,,True,,
SUB000212,WS001735,professional,200,2024-01-12,,True,,
SUB000213,WS001684,starter,50,2024-04-12,,True,,
SUB000214,WS001913,free,0,2024-03-27,,True,,
SUB000215,WS000222,professional,175,2024-01-21,,True,,
SUB000216,WS000404,free,0,2024-04-06,,True,,
SUB000217,WS000249,starter,60,2025-01-20,,True,,
SUB000218,WS001650,free,0,2024-03-27,,True,,
SUB000219,WS001390,free,0,2024-04-22,,True,,
SUB000220,WS000448,free,0,2024-08-09,,True,,
SUB000221,WS001019,free,0,2024-12-02,,True,,
SUB000222,WS000785,starter,50,2024-03-25,,True,,
SUB000223,WS001838,free,0,2024-10-14,2025-11-27,False,2025-11-27,other
SUB000224,WS000575,free,0,2024-01-29,,True,,
SUB000225,WS000752,starter,40,2024-09-18,,True,,
SUB000226,WS001895,professional,100,2024-01-09,,True,,
SUB000227,WS001024,free,0,2024-03-06,,True,,
SUB000228,WS000309,starter,60,2024-01-08,,True,,
SUB000229,WS001816,free,0,2024-04-10,,True,,
SUB000230,WS002255,free,0,2024-01-01,2025-11-24,False,2025-11-24,price
SUB000231,WS000402,starter,40,2024-03-20,,True,,
SUB000232,WS000208,free,0,2024-05-04,,True,,
SUB000233,WS002215,starter,90,2024-02-09,,True,,
SUB000234,WS000061,free,0,2024-10-19,,True,,
SUB000235,WS000383,starter,60,2024-06-17,,True,,
SUB000236,WS000969,free,0,2025-02-06,,True,,
SUB000237,WS000682,professional,175,2024-04-27,,True,,
SUB000238,WS001665,professional,100,2024-03-14,,True,,
SUB000239,WS001990,free,0,2024-06-30,,True,,
SUB000240,WS001972,free,0,2024-05-15,,True,,
SUB000241,WS000876,starter,40,2025-01-22,,True,,
SUB000242,WS001643,free,0,2024-10-25,,True,,
SUB000243,WS000241,starter,50,2024-02-20,,True,,
SUB000244,WS000675,free,0,2024-10-31,,True,,
SUB000245,WS001553,free,0,2024-07-07,,True,,
SUB000246,WS000009,free,0,2025-04-11,,True,,
SUB000247,WS001600,free,0,2024-03-06,,True,,
SUB000248,WS001087,free,0,2024-06-17,,True,,
SUB000249,WS001864,professional,125,2024-08-01,,True,,
SUB000250,WS001169,free,0,2024-01-26,,True,,
SUB000251,WS001733,free,0,2025-03-14,,True,,
SUB000252,WS002277,starter,60,2024-10-23,,True,,
SUB000253,WS001994,free,0,2024-04-07,,True,,
SUB000254,WS000635,free,0,2024-05-26,,True,,
SUB000255,WS000778,free,0,2024-03-24,,True,,
SUB000256,WS001216,free,0,2024-06-10,,True,,
SUB000257,WS000892,free,0,2024-11-09,,True,,
SUB000258,WS000240,free,0,2024-01-21,,True,,
SUB000259,WS002373,free,0,2024-06-26,2025-09-06,False,2025-09-06,price
SUB000260,WS002221,free,0,2024-01-28,,True,,
SUB000261,WS000250,free,0,2024-01-05,,True,,
SUB000262,WS001285,enterprise,250,2024-05-03,,True,,
SUB000263,WS000235,starter,40,2024-08-14,,True,,
SUB000264,WS000206,free,0,2024-05-29,2025-12-16,False,2025-12-16,competitor
SUB000265,WS002393,free,0,2024-03-09,,True,,
SUB000266,WS001953,free,0,2024-08-19,,True,,
SUB000267,WS002060,professional,125,2024-06-21,,True,,
SUB000268,WS002176,free,0,2024-12-21,,True,,
SUB000269,WS000645,starter,60,2024-03-20,,True,,
SUB000270,WS000233,free,0,2024-09-01,2025-11-30,False,2025-11-30,price
SUB000271,WS002081,free,0,2024-04-03,2025-05-09,False,2025-05-09,price
SUB000272,WS000329,professional,150,2024-10-17,,True,,
SUB000273,WS000762,free,0,2024-06-02,,True,,
SUB000274,WS000281,free,0,2024-01-21,,True,,
SUB000275,WS002438,starter,90,2024-07-13,,True,,
SUB000276,WS000279,free,0,2024-02-08,2025-05-14,False,2025-05-14,feature_gap
SUB000277,WS000964,free,0,2024-01-19,,True,,
SUB000278,WS001654,free,0,2025-12-04,,True,,
SUB000279,WS000492,free,0,2025-01-16,,True,,
SUB000280,WS002334,free,0,2024-01-01,2025-04-12,False,2025-04-12,competitor
SUB000281,WS001009,professional,125,2024-04-19,,True,,
SUB000282,WS002372,free,0,2024-12-14,,True,,
SUB000283,WS002436,free,0,2024-04-22,2024-09-18,False,2024-09-18,price
SUB000284,WS000163,free,0,2024-09-22,,True,,
SUB000285,WS000336,free,0,2024-05-25,,True,,
SUB000286,WS001718,free,0,2024-05-05,,True,,
SUB000287,WS002316,starter,30,2024-07-19,,True,,
SUB000288,WS002142,starter,60,2024-04-27,,True,,
SUB000289,WS001296,free,0,2024-03-04,,True,,
SUB000290,WS001069,free,0,2024-05-05,,True,,
SUB000291,WS000837,starter,40,2024-01-31,,True,,
SUB000292,WS001287,free,0,2025-01-31,,True,,
SUB000293,WS000978,starter,70,2024-10-07,,True,,
SUB000294,WS001088,starter,50,2024-03-17,,True,,
SUB000295,WS001622,free,0,2024-05-11,,True,,
SUB000296,WS000537,free,0,2025-02-16,,True,,
SUB000297,WS001229,free,0,2024-03-29,,True,,
SUB000298,WS001873,starter,60,2024-03-03,,True,,
SUB000299,WS000298,free,0,2024-03-31,,True,,
SUB000300,WS000039,free,0,2024-03-15,,True,,
SUB000301,WS001878,free,0,2024-07-11,,True,,
SUB000302,WS002307,free,0,2024-01-18,,True,,
SUB000303,WS000410,professional,125,2024-05-20,,True,,
SUB000304,WS000301,starter,20,2024-10-14,,True,,
SUB000305,WS002203,free,0,2024-03-14,,True,,
SUB000306,WS000874,free,0,2024-03-05,,True,,
SUB000307,WS002073,free,0,2024-05-31,,True,,
SUB000308,WS000543,free,0,2024-07-23,,True,,
SUB000309,WS001430,free,0,2024-05-16,2025-02-24,False,2025-02-24,competitor
SUB000310,WS000282,free,0,2024-08-20,,True,,
SUB000311,WS001001,starter,30,2024-01-10,,True,,
SUB000312,WS001514,professional,100,2024-04-13,,True,,
SUB000313,WS001168,professional,200,2024-05-04,,True,,
SUB000314,WS000647,free,0,2024-01-14,,True,,
SUB000315,WS002226,free,0,2024-11-20,,True,,
SUB000316,WS001240,free,0,2024-06-23,,True,,
SUB000317,WS002167,free,0,2024-10-25,,True,,
SUB000318,WS000033,free,0,2024-03-23,,True,,
SUB000319,WS002272,free,0,2024-01-31,,True,,
SUB000320,WS001227,free,0,2024-02-25,,True,,
SUB000321,WS000425,free,0,2024-08-12,,True,,
SUB000322,WS000551,starter,80,2024-02-08,,True,,
SUB000323,WS000473,starter,40,2024-11-06,,True,,
SUB000324,WS000439,professional,150,2024-06-22,,True,,
SUB000325,WS001116,professional,75,2024-05-27,,True,,
SUB000326,WS001155,starter,50,2024-01-22,,True,,
SUB000327,WS002478,free,0,2024-01-30,,True,,
SUB000328,WS000863,free,0,2024-07-22,,True,,
SUB000329,WS001405,free,0,2024-04-11,,True,,
SUB000330,WS000834,starter,40,2024-03-30,,True,,
SUB000331,WS001082,starter,30,2024-05-01,,True,,
SUB000332,WS002071,enterprise,400,2024-08-10,,True,,
SUB000333,WS001029,free,0,2024-03-30,2025-03-28,False,2025-03-28,price
SUB000334,WS000209,free,0,2024-06-02,2025-11-22,False,2025-11-22,competitor
SUB000335,WS000379,free,0,2024-01-09,,True,,
SUB000336,WS001134,starter,40,2024-05-13,,True,,
SUB000337,WS000181,professional,150,2024-08-31,,True,,
SUB000338,WS000015,free,0,2024-04-28,,True,,
SUB000339,WS001367,starter,40,2024-07-27,,True,,
SUB000340,WS000536,professional,150,2024-02-27,,True,,
SUB000341,WS001073,free,0,2024-09-10,,True,,
SUB000342,WS001810,starter,90,2024-03-24,,True,,
SUB000343,WS002260,free,0,2024-04-15,,True,,
SUB000344,WS001752,free,0,2024-07-10,,True,,
SUB000345,WS002298,free,0,2024-04-14,,True,,
SUB000346,WS000040,free,0,2024-03-01,,True,,
SUB000347,WS000611,free,0,2024-02-16,,True,,
SUB000348,WS002235,free,0,2024-01-15,,True,,
SUB000349,WS000148,professional,100,2024-02-12,,True,,
SUB000350,WS001513,professional,100,2024-06-15,,True,,
SUB000351,WS002386,free,0,2024-01-24,,True,,
SUB000352,WS002264,free,0,2025-02-19,,True,,
SUB000353,WS000607,free,0,2024-02-19,,True,,
SUB000354,WS001761,free,0,2024-07-11,,True,,
SUB000355,WS000523,professional,125,2024-04-06,,True,,
SUB000356,WS000172,starter,70,2024-12-28,,True,,
SUB000357,WS001263,enterprise,350,2024-11-26,,True,,
SUB000358,WS001494,free,0,2024-02-02,2024-02-27,False,2024-02-27,competitor
SUB000359,WS000164,starter,60,2024-05-26,,True,,
SUB000360,WS001466,free,0,2024-01-29,,True,,
SUB000361,WS000861,free,0,2025-06-01,,True,,
SUB000362,WS001023,free,0,2024-04-01,,True,,
SUB000363,WS000422,free,0,2024-02-26,,True,,
SUB000364,WS001449,free,0,2024-07-06,,True,,
SUB000365,WS002294,free,0,2024-02-06,2025-08-28,False,2025-08-28,competitor
SUB000366,WS000634,free,0,2024-03-14,,True,,
SUB000367,WS000970,enterprise,250,2024-06-10,,True,,
SUB000368,WS000666,free,0,2024-04-17,,True,,
SUB000369,WS000726,free,0,2024-02-10,,True,,
SUB000370,WS001689,free,0,2024-08-09,,True,,
SUB000371,WS000102,professional,125,2024-09-24,,True,,
SUB000372,WS000735,starter,90,2024-03-30,,True,,
SUB000373,WS001361,professional,75,2024-06-01,,True,,
SUB000374,WS001687,free,0,2024-03-12,,True,,
SUB000375,WS001017,free,0,2024-01-24,,True,,
SUB000376,WS000653,starter,70,2024-01-21,,True,,
SUB000377,WS000443,free,0,2024-02-06,,True,,
SUB000378,WS001567,starter,70,2024-03-07,,True,,
SUB000379,WS000159,free,0,2024-04-18,2024-11-01,False,2024-11-01,price
SUB000380,WS001928,free,0,2024-06-12,,True,,
SUB000381,WS000912,starter,30,2024-04-30,,True,,
SUB000382,WS000818,free,0,2024-05-24,,True,,
SUB000383,WS001886,free,0,2025-06-23,,True,,
SUB000384,WS001433,free,0,2025-02-26,,True,,
SUB000385,WS001251,free,0,2024-12-19,,True,,
SUB000386,WS000933,free,0,2024-07-27,,True,,
SUB000387,WS000914,free,0,2024-04-12,,True,,
SUB000388,WS000097,starter,10,2025-02-19,,True,,
SUB000389,WS000792,free,0,2024-11-03,,True,,
SUB000390,WS001633,professional,75,2025-10-21,,True,,
SUB000391,WS001345,starter,30,2024-07-03,,True,,
SUB000392,WS001142,free,0,2024-08-08,,True,,
SUB000393,WS001144,starter,40,2024-12-13,,True,,
SUB000394,WS001439,free,0,2024-01-16,,True,,
SUB000395,WS002087,free,0,2025-03-08,2025-10-30,False,2025-10-30,price
SUB000396,WS001638,starter,30,2025-03-10,,True,,
SUB000397,WS001357,free,0,2024-03-16,,True,,
SUB000398,WS000114,free,0,2025-01-18,,True,,
SUB000399,WS001070,free,0,2024-01-11,,True,,
SUB000400,WS002379,enterprise,250,2024-01-15,,True,,
SUB000401,WS000157,free,0,2025-01-16,,True,,
SUB000402,WS000445,starter,40,2024-08-06,,True,,
SUB000403,WS002444,free,0,2024-01-06,,True,,
SUB000404,WS001780,free,0,2024-09-22,,True,,
SUB000405,WS001416,enterprise,100,2024-09-13,,True,,
SUB000406,WS001788,starter,30,2025-07-24,,True,,
SUB000407,WS002484,free,0,2024-02-21,,True,,
SUB000408,WS002095,free,0,2024-02-01,,True,,
SUB000409,WS000474,free,0,2025-02-18,,True,,
SUB000410,WS001578,starter,30,2025-10-01,,True,,
SUB000411,WS002362,starter,50,2024-02-14,,True,,
SUB000412,WS000779,free,0,2024-06-14,,True,,
SUB000413,WS001044,free,0,2024-12-15,,True,,
SUB000414,WS000182,professional,125,2024-01-29,2025-09-26,False,2025-09-26,other
SUB000415,WS001787,free,0,2024-02-25,,True,,
SUB000416,WS000007,free,0,2024-02-18,,True,,
SUB000417,WS002130,free,0,2024-01-31,,True,,
SUB000418,WS002206,free,0,2024-04-21,,True,,
SUB000419,WS000808,free,0,2024-03-29,2025-12-08,False,2025-12-08,feature_gap
SUB000420,WS001492,professional,75,2024-02-01,,True,,
SUB000421,WS001767,free,0,2024-04-01,,True,,
SUB000422,WS000287,free,0,2024-08-16,,True,,
SUB000423,WS001353,free,0,2024-08-11,,True,,
SUB000424,WS001286,free,0,2024-09-12,,True,,
SUB000425,WS000511,professional,100,2024-06-26,,True,,
SUB000426,WS001231,free,0,2024-10-13,,True,,
SUB000427,WS002078,starter,60,2024-12-01,,True,,
SUB000428,WS001267,starter,40,2025-04-18,,True,,
SUB000429,WS001673,free,0,2024-06-03,,True,,
SUB000430,WS001337,free,0,2024-11-19,,True,,
SUB000431,WS001649,professional,75,2025-02-20,,True,,
SUB000432,WS001212,starter,60,2024-03-23,,True,,
SUB000433,WS002271,free,0,2024-05-18,,True,,
SUB000434,WS000522,free,0,2024-06-01,,True,,
SUB000435,WS000786,professional,100,2024-05-28,,True,,
SUB000436,WS001723,free,0,2024-03-31,,True,,
SUB000437,WS000713,enterprise,150,2024-07-28,,True,,
SUB000438,WS002332,free,0,2024-01-20,,True,,
SUB000439,WS001233,starter,30,2024-03-13,,True,,
SUB000440,WS001664,starter,50,2024-01-18,,True,,
SUB000441,WS002245,free,0,2024-04-25,2025-12-23,False,2025-12-23,other
SUB000442,WS000002,starter,20,2025-03-08,,True,,
SUB000443,WS001245,starter,60,2024-03-20,,True,,
SUB000444,WS001176,starter,50,2024-06-02,,True,,
SUB000445,WS002376,free,0,2024-08-04,,True,,
SUB000446,WS001320,free,0,2024-04-23,,True,,
SUB000447,WS001905,free,0,2024-02-21,,True,,
SUB000448,WS001812,free,0,2024-10-07,,True,,
SUB000449,WS002094,free,0,2024-02-25,,True,,
SUB000450,WS001939,free,0,2024-01-26,,True,,
SUB000451,WS000696,free,0,2024-01-27,2025-10-17,False,2025-10-17,feature_gap
SUB000452,WS000348,free,0,2024-01-22,,True,,
SUB000453,WS001163,free,0,2024-07-31,,True,,
SUB000454,WS002112,professional,150,2024-01-20,,True,,
SUB000455,WS001373,free,0,2024-01-06,,True,,
SUB000456,WS000963,free,0,2024-01-05,2025-07-04,False,2025-07-04,price
SUB000457,WS001272,free,0,2024-05-17,,True,,
SUB000458,WS000816,starter,80,2024-01-25,,True,,
SUB000459,WS000604,free,0,2024-03-19,,True,,
SUB000460,WS000101,professional,50,2025-01-11,,True,,
SUB000461,WS000190,free,0,2025-10-12,,True,,
SUB000462,WS000299,free,0,2024-06-12,,True,,
SUB000463,WS001866,free,0,2024-01-12,,True,,
SUB000464,WS001698,free,0,2024-01-30,,True,,
SUB000465,WS002358,free,0,2025-07-03,,True,,
SUB000466,WS000797,free,0,2024-06-10,,True,,
SUB000467,WS001573,starter,60,2025-05-04,,True,,
SUB000468,WS002025,free,0,2024-02-22,,True,,
SUB000469,WS001637,starter,30,2024-06-28,,True,,
SUB000470,WS001000,starter,20,2024-06-29,2025-05-13,False,2025-05-13,feature_gap
SUB000471,WS000605,starter,50,2024-02-13,,True,,
SUB000472,WS000023,free,0,2024-12-20,2025-11-24,False,2025-11-24,price
SUB000473,WS000437,free,0,2024-01-28,,True,,
SUB000474,WS001742,free,0,2024-06-08,,True,,
SUB000475,WS000897,free,0,2025-07-08,,True,,
SUB000476,WS000721,free,0,2024-03-18,,True,,
SUB000477,WS002122,free,0,2025-05-26,,True,,
SUB000478,WS001903,starter,20,2024-02-24,,True,,
SUB000479,WS002284,free,0,2024-09-20,,True,,
SUB000480,WS001021,professional,75,2024-04-18,,True,,
SUB000481,WS000498,free,0,2024-05-17,,True,,
SUB000482,WS001870,starter,50,2024-07-23,,True,,
SUB000483,WS000547,free,0,2024-02-03,,True,,
SUB000484,WS001904,free,0,2025-03-02,,True,,
SUB000485,WS002290,free,0,2024-01-12,,True,,
