usage_id,user_id,feature_name,first_used_date,total_usage_count,last_used_date,days_since_signup_at_first_use
FU00000074,U000032,reporting_dashboard,2024-02-15,7,2024-02-21,9
FU00000075,U000032,integrations_slack,2024-03-08,8,2024-04-04,31
FU00000076,U000032,integrations_google_drive,2024-04-18,1,2024-05-05,72
FU00000077,U000033,kanban_boards,2024-07-21,1,2024-08-01,42
FU00000078,U000033,reporting_dashboard,2024-08-11,2,2024-08-22,63
FU00000079,U000034,kanban_boards,2024-10-19,5,2024-10-28,5
FU00000080,U000035,kanban_boards,2024-10-13,4,2024-10-23,41
FU00000081,U000035,reporting_dashboard,2024-09-28,8,2024-10-20,26
FU00000082,U000035,integrations_slack,2024-10-18,2,2024-11-16,46
FU00000083,U000036,kanban_boards,2024-03-25,9,2024-03-26,49
FU00000084,U000036,reporting_dashboard,2024-03-25,3,2024-04-13,49
FU00000085,U000037,kanban_boards,2025-03-15,5,2025-04-12,86
FU00000086,U000037,reporting_dashboard,2025-01-14,7,2025-02-05,26
FU00000087,U000038,kanban_boards,2025-12-04,12,2025-12-29,12
FU00000088,U000038,reporting_dashboard,2025-11-29,5,2025-12-29,7
FU00000089,U000038,integrations_slack,2025-12-05,22,2025-12-29,13
FU00000090,U000039,kanban_boards,2024-02-27,7,2024-03-04,53
FU00000091,U000039,reporting_dashboard,2024-03-23,2,2024-04-04,78
FU00000092,U000039,integrations_google_drive,2024-02-11,3,2024-03-06,37
FU00000093,U000040,kanban_boards,2025-11-18,40,2025-12-29,18
FU00000094,U000040,reporting_dashboard,2025-11-16,38,2025-12-29,16
FU00000095,U000040,integrations_slack,2025-11-12,27,2025-12-29,12
FU00000096,U000041,kanban_boards,2025-11-03,1,2025-11-29,32
FU00000097,U000041,reporting_dashboard,2025-10-21,6,2025-10-28,19
FU00000098,U000042,kanban_boards,2024-10-07,4,2024-10-12,9
FU00000099,U000042,reporting_dashboard,2024-10-12,4,2024-10-27,14
FU00000100,U000043,kanban_boards,2024-07-29,2,2024-08-02,125
FU00000101,U000043,reporting_dashboard,2024-04-05,2,2024-04-30,10
FU00000102,U000043,integrations_slack,2024-05-12,3,2024-06-02,47
FU00000103,U000044,kanban_boards,2024-10-31,38,2025-12-28,87
FU00000104,U000044,integrations_slack,2024-09-12,43,2025-12-28,38
FU00000105,U000044,integrations_google_drive,2024-09-26,18,2025-12-28,52
FU00000106,U000045,integrations_slack,2024-04-21,5,2024-04-29,12
FU00000107,U000045,integrations_google_drive,2024-07-05,8,2024-07-18,87
FU00000108,U000046,kanban_boards,2025-07-10,1,2025-12-28,60
FU00000109,U000046,time_tracking,2025-05-17,22,2025-12-28,6
FU00000110,U000046,reporting_dashboard,2025-07-10,31,2025-12-28,60
FU00000111,U000046,integrations_slack,2025-06-10,14,2025-12-28,30
FU00000112,U000047,kanban_boards,2025-12-16,29,2025-12-31,25
FU00000113,U000047,integrations_slack,2026-01-16,29,2025-12-31,56
FU00000114,U000047,integrations_google_drive,2025-11-24,7,2025-12-31,3
FU00000115,U000048,integrations_slack,2025-09-15,2,2025-09-24,17
FU00000116,U000049,reporting_dashboard,2025-04-16,5,2025-04-28,54
FU00000117,U000050,kanban_boards,2024-11-01,13,2025-12-27,29
FU00000118,U000050,integrations_slack,2024-10-04,39,2025-12-27,1
FU00000119,U000050,integrations_google_drive,2024-12-22,16,2025-12-27,80
FU00000120,U000051,kanban_boards,2024-05-09,4,2024-06-03,34
FU00000121,U000051,reporting_dashboard,2024-04-27,1,2024-04-29,22
FU00000122,U000052,kanban_boards,2024-05-10,1,2024-05-26,69
FU00000123,U000052,integrations_slack,2024-05-10,6,2024-06-08,69
FU00000124,U000053,kanban_boards,2024-04-26,7,2024-05-16,41
FU00000125,U000053,integrations_slack,2024-03-24,4,2024-04-20,8
FU00000126,U000054,kanban_boards,2025-02-24,8,2025-03-15,25
FU00000127,U000054,reporting_dashboard,2025-02-25,5,2025-03-03,26
FU00000128,U000054,integrations_slack,2025-02-09,7,2025-03-06,10
FU00000129,U000054,integrations_google_drive,2025-02-13,8,2025-03-13,14
FU00000130,U000055,kanban_boards,2025-04-15,8,2025-04-19,73
FU00000131,U000056,kanban_boards,2025-06-24,49,2025-12-26,49
FU00000132,U000056,reporting_dashboard,2025-07-10,26,2025-12-26,65
FU00000133,U000057,kanban_boards,2025-07-07,1,2025-07-10,37
FU00000134,U000058,kanban_boards,2024-11-24,7,2024-12-17,28
FU00000135,U000058,reporting_dashboard,2024-12-02,7,2024-12-10,36
FU00000136,U000059,reporting_dashboard,2024-03-05,3,2024-03-26,26
FU00000137,U000060,kanban_boards,2024-01-15,9,2024-01-28,14
FU00000138,U000060,custom_fields,2024-02-06,5,2024-02-10,36
FU00000139,U000060,reporting_dashboard,2024-05-02,1,2024-05-14,122
FU00000140,U000061,kanban_boards,2024-06-24,11,2025-12-27,42
FU00000141,U000061,reporting_dashboard,2024-05-22,43,2025-12-27,9
FU00000142,U000061,integrations_slack,2024-06-03,10,2025-12-27,21
FU00000143,U000062,reporting_dashboard,2024-08-23,6,2024-09-15,7
FU00000144,U000063,kanban_boards,2025-10-23,21,2025-12-30,6
FU00000145,U000063,time_tracking,2025-11-13,19,2025-12-30,27
FU00000146,U000063,reporting_dashboard,2025-12-06,10,2025-12-30,50
FU00000147,U000063,integrations_slack,2025-10-20,10,2025-12-30,3
FU00000148,U000063,integrations_google_drive,2025-11-28,33,2025-12-30,42
FU00000149,U000064,reporting_dashboard,2025-01-07,9,2025-01-26,25
FU00000150,U000065,integrations_slack,2024-09-07,2,2024-09-19,50
FU00000151,U000066,kanban_boards,2024-10-20,1,2024-10-29,38
FU00000152,U000067,kanban_boards,2025-02-26,9,2025-12-31,49
FU00000153,U000067,integrations_slack,2025-02-19,20,2025-12-31,42
FU00000154,U000068,kanban_boards,2025-12-11,38,2025-12-29,22
FU00000155,U000068,reporting_dashboard,2025-12-05,7,2025-12-29,16
FU00000156,U000068,integrations_slack,2025-12-29,22,2025-12-29,40
FU00000157,U000068,integrations_google_drive,2025-12-04,22,2025-12-29,15
FU00000158,U000069,kanban_boards,2026-01-21,40,2025-12-27,43
FU00000159,U000069,reporting_dashboard,2026-01-07,30,2025-12-27,29
FU00000160,U000070,kanban_boards,2024-03-29,4,2024-04-12,4
FU00000161,U000070,reporting_dashboard,2024-04-10,6,2024-04-17,16
FU00000162,U000070,integrations_google_drive,2024-03-30,6,2024-04-07,5
FU00000163,U000071,kanban_boards,2024-12-28,8,2025-01-06,15
FU00000164,U000071,reporting_dashboard,2025-02-12,8,2025-03-12,61
FU00000165,U000071,integrations_slack,2025-03-16,3,2025-04-09,93
FU00000166,U000072,kanban_boards,2024-05-10,6,2024-06-01,77
FU00000167,U000072,reporting_dashboard,2024-03-29,8,2024-04-24,35
FU00000168,U000073,kanban_boards,2024-05-08,1,2024-05-20,26
FU00000169,U000073,reporting_dashboard,2024-05-21,3,2024-06-11,39
FU00000170,U000074,reporting_dashboard,2024-12-28,9,2025-01-24,55
FU00000171,U000075,kanban_boards,2024-07-20,1,2024-08-14,18
FU00000172,U000075,integrations_slack,2024-07-14,1,2024-07-22,12
FU00000173,U000076,kanban_boards,2024-05-03,8,2024-05-18,81
FU00000174,U000076,integrations_slack,2024-04-22,8,2024-04-30,70
FU00000175,U000077,kanban_boards,2025-12-12,9,2025-12-29,16
FU00000176,U000077,reporting_dashboard,2025-12-03,6,2025-12-29,7
FU00000177,U000077,integrations_google_drive,2026-01-13,31,2025-12-29,48
FU00000178,U000078,kanban_boards,2024-01-10,7,2024-02-05,5
FU00000179,U000078,integrations_slack,2024-02-28,4,2024-03-23,54
FU00000180,U000079,kanban_boards,2024-03-31,4,2024-04-02,13
FU00000181,U000080,kanban_boards,2024-12-18,3,2024-12-31,16
FU00000182,U000080,reporting_dashboard,2024-12-13,6,2024-12-17,11
FU00000183,U000080,integrations_slack,2025-01-12,9,2025-01-18,41
FU00000184,U000081,kanban_boards,2024-03-24,1,2024-04-16,56
FU00000185,U000081,reporting_dashboard,2024-03-21,3,2024-04-17,53
FU00000186,U000082,kanban_boards,2025-06-09,9,2025-06-28,18
FU00000187,U000082,reporting_dashboard,2025-08-27,7,2025-09-12,97
FU00000188,U000082,integrations_slack,2025-06-09,6,2025-06-14,18
FU00000189,U000083,reporting_dashboard,2024-11-07,2,2024-12-06,39
FU00000190,U000084,kanban_boards,2024-09-06,8,2024-09-09,17
FU00000191,U000085,kanban_boards,2025-07-05,3,2025-12-29,34
FU00000192,U000085,reporting_dashboard,2025-07-30,22,2025-12-29,59
FU00000193,U000085,integrations_slack,2025-06-27,44,2025-12-29,26
FU00000194,U000085,integrations_google_drive,2025-07-09,41,2025-12-29,38
FU00000195,U000086,kanban_boards,2025-11-11,26,2025-12-28,19
FU00000196,U000087,kanban_boards,2024-09-21,7,2024-09-24,22
FU00000197,U000087,reporting_dashboard,2024-09-23,3,2024-10-18,24
FU00000198,U000087,integrations_google_drive,2024-10-23,1,2024-10-30,54
FU00000199,U000088,kanban_boards,2025-10-28,9,2025-12-31,61
FU00000200,U000089,kanban_boards,2025-10-22,2,2025-11-09,16
FU00000201,U000089,integrations_slack,2025-11-18,3,2025-12-03,43
FU00000202,U000090,kanban_boards,2025-12-21,39,2025-12-29,67
FU00000203,U000090,integrations_google_drive,2025-10-28,36,2025-12-29,13
FU00000204,U000091,kanban_boards,2024-02-20,4,2024-03-03,41
FU00000205,U000092,reporting_dashboard,2025-07-31,2,2025-08-17,28
FU00000206,U000092,integrations_slack,2025-07-09,8,2025-07-11,6
FU00000207,U000093,kanban_boards,2024-07-20,3,2024-07-24,65
FU00000208,U000094,kanban_boards,2024-09-01,4,2024-09-02,16
FU00000209,U000095,kanban_boards,2025-09-15,32,2025-12-25,23
FU00000210,U000095,time_tracking,2026-01-12,46,2025-12-25,142
FU00000211,U000095,automation_rules,2025-09-20,12,2025-12-25,28
FU00000212,U000095,reporting_dashboard,2025-08-30,48,2025-12-25,7
FU00000213,U000096,kanban_boards,2025-12-18,14,2025-12-30,53
FU00000214,U000096,reporting_dashboard,2025-11-05,40,2025-12-30,10
FU00000215,U000097,kanban_boards,2025-03-08,31,2025-12-28,42
FU00000216,U000097,reporting_dashboard,2025-03-01,39,2025-12-28,35
FU00000217,U000097,integrations_slack,2025-02-20,22,2025-12-28,26
FU00000218,U000097,integrations_google_drive,2025-02-28,2,2025-12-28,34
FU00000219,U000098,kanban_boards,2025-06-25,33,2025-12-27,122
FU00000220,U000098,reporting_dashboard,2025-06-09,31,2025-12-27,106
FU00000221,U000099,kanban_boards,2025-07-05,1,2025-12-26,35
FU00000222,U000099,reporting_dashboard,2025-08-07,27,2025-12-26,68
FU00000223,U000100,kanban_boards,2025-11-02,9,2025-11-22,24
FU00000224,U000100,reporting_dashboard,2025-10-23,4,2025-10-24,14
FU00000225,U000100,integrations_slack,2025-10-19,3,2025-11-15,10
FU00000226,U000101,kanban_boards,2024-11-20,8,2024-12-17,42
FU00000227,U000101,reporting_dashboard,2024-10-30,8,2024-11-25,21
FU00000228,U000102,kanban_boards,2025-04-27,7,2025-05-23,87
FU00000229,U000102,integrations_slack,2025-03-21,9,2025-04-06,50
FU00000230,U000102,integrations_google_drive,2025-02-19,4,2025-03-12,20
FU00000231,U000103,kanban_boards,2024-07-02,12,2025-12-30,51
FU00000232,U000103,reporting_dashboard,2024-07-13,43,2025-12-30,62
FU00000233,U000103,integrations_slack,2024-06-18,32,2025-12-30,37
FU00000234,U000103,integrations_google_drive,2024-05-21,9,2025-12-30,9
FU00000235,U000104,kanban_boards,2026-01-09,24,2025-12-27,14
FU00000236,U000104,time_tracking,2026-02-17,34,2025-12-27,53
FU00000237,U000104,integrations_slack,2026-02-08,25,2025-12-27,44
FU00000238,U000105,kanban_boards,2025-08-17,17,2025-12-25,28
FU00000239,U000106,reporting_dashboard,2025-08-29,25,2025-12-26,32
FU00000240,U000106,integrations_google_drive,2025-08-22,13,2025-12-26,25
FU00000241,U000107,kanban_boards,2024-08-29,6,2024-09-19,63
FU00000242,U000107,reporting_dashboard,2024-09-09,7,2024-09-13,74
FU00000243,U000107,integrations_slack,2024-10-28,3,2024-11-20,123
FU00000244,U000108,kanban_boards,2024-07-27,1,2024-08-06,53
FU00000245,U000108,reporting_dashboard,2024-09-02,6,2024-09-07,90
FU00000246,U000108,integrations_google_drive,2024-12-15,5,2025-01-02,194
FU00000247,U000109,kanban_boards,2025-01-26,6,2025-02-23,32
FU00000248,U000109,reporting_dashboard,2025-01-26,4,2025-02-18,32
FU00000249,U000110,kanban_boards,2024-12-01,9,2024-12-29,31
FU00000250,U000110,integrations_google_drive,2024-12-05,8,2024-12-11,35
FU00000251,U000111,integrations_slack,2024-05-10,5,2024-05-17,18
FU00000252,U000112,kanban_boards,2025-04-11,22,2025-12-31,9
FU00000253,U000112,reporting_dashboard,2025-04-14,47,2025-12-31,12
FU00000254,U000112,integrations_google_drive,2025-05-01,28,2025-12-31,29
FU00000255,U000113,kanban_boards,2024-12-30,4,2025-01-12,52
FU00000256,U000114,reporting_dashboard,2025-10-01,15,2025-12-29,31
FU00000257,U000115,integrations_slack,2025-05-17,6,2025-05-18,3
FU00000258,U000115,integrations_google_drive,2025-06-23,9,2025-06-29,40
FU00000259,U000116,kanban_boards,2025-10-28,32,2025-12-28,43
FU00000260,U000116,reporting_dashboard,2025-11-07,28,2025-12-28,53
FU00000261,U000116,integrations_google_drive,2025-11-08,39,2025-12-28,54
FU00000262,U000117,kanban_boards,2025-01-25,6,2025-01-30,5
FU00000263,U000117,integrations_slack,2025-03-18,1,2025-04-01,57
FU00000264,U000118,kanban_boards,2025-05-17,11,2025-12-31,3
FU00000265,U000118,custom_fields,2025-06-14,8,2025-12-31,31
FU00000266,U000119,kanban_boards,2024-06-21,3,2024-07-11,58
FU00000267,U000119,reporting_dashboard,2024-05-14,6,2024-05-18,20
FU00000268,U000119,integrations_google_drive,2024-05-07,1,2024-05-17,13
FU00000269,U000120,kanban_boards,2025-11-05,1,2025-11-14,9
FU00000270,U000120,reporting_dashboard,2025-11-25,3,2025-12-11,29
FU00000271,U000121,kanban_boards,2024-03-12,4,2024-03-15,31
FU00000272,U000121,reporting_dashboard,2024-03-13,9,2024-03-19,32
FU00000273,U000122,kanban_boards,2024-02-25,4,2025-12-30,29
FU00000274,U000122,integrations_slack,2024-03-01,16,2025-12-30,34
FU00000275,U000123,kanban_boards,2025-06-14,3,2025-07-02,55
FU00000276,U000123,reporting_dashboard,2025-05-22,7,2025-05-27,32
FU00000277,U000124,kanban_boards,2024-03-15,6,2024-04-01,46
FU00000278,U000125,kanban_boards,2024-03-25,27,2025-12-27,30
FU00000279,U000125,reporting_dashboard,2024-04-13,9,2025-12-27,49
FU00000280,U000125,integrations_slack,2024-04-13,37,2025-12-27,49
FU00000281,U000125,integrations_google_drive,2024-03-19,46,2025-12-27,24
FU00000282,U000126,reporting_dashboard,2024-11-18,1,2024-11-25,79
FU00000283,U000126,integrations_slack,2024-10-05,2,2024-10-10,35
FU00000284,U000126,integrations_google_drive,2024-09-21,3,2024-10-18,21
FU00000285,U000127,automation_rules,2024-12-18,6,2024-12-21,57
FU00000286,U000127,reporting_dashboard,2024-12-03,9,2024-12-21,42
FU00000287,U000128,kanban_boards,2025-04-20,9,2025-04-22,41
FU00000288,U000129,kanban_boards,2025-08-27,3,2025-09-13,36
FU00000289,U000129,reporting_dashboard,2025-09-16,4,2025-10-03,56
FU00000290,U000129,integrations_google_drive,2025-09-22,8,2025-09-26,62
FU00000291,U000130,kanban_boards,2025-01-18,28,2025-12-30,10
FU00000292,U000130,reporting_dashboard,2025-03-23,23,2025-12-30,74
FU00000293,U000130,integrations_slack,2025-01-15,34,2025-12-30,7
FU00000294,U000131,kanban_boards,2024-04-18,1,2024-04-30,93
FU00000295,U000131,custom_fields,2024-01-28,4,2024-02-05,12
FU00000296,U000131,integrations_google_drive,2024-01-30,7,2024-02-07,14
FU00000297,U000132,kanban_boards,2025-12-15,33,2025-12-27,27
FU00000298,U000132,reporting_dashboard,2026-01-16,32,2025-12-27,59
FU00000299,U000132,integrations_slack,2026-04-29,5,2025-12-27,162
FU00000300,U000133,kanban_boards,2025-06-19,1,2025-12-29,46
FU00000301,U000133,automation_rules,2025-06-09,35,2025-12-29,36
FU00000302,U000134,kanban_boards,2024-07-16,9,2024-08-14,15
FU00000303,U000134,integrations_slack,2024-08-08,7,2024-08-13,38
FU00000304,U000136,kanban_boards,2024-07-13,8,2024-07-19,54
FU00000305,U000136,integrations_slack,2024-06-25,4,2024-07-03,36
FU00000306,U000137,kanban_boards,2025-12-01,25,2025-12-31,4
FU00000307,U000137,reporting_dashboard,2026-01-18,12,2025-12-31,52
FU00000308,U000137,integrations_google_drive,2025-12-25,3,2025-12-31,28
FU00000309,U000138,kanban_boards,2025-12-11,27,2025-12-26,22
FU00000310,U000138,integrations_slack,2025-12-20,26,2025-12-26,31
FU00000311,U000139,kanban_boards,2025-09-28,1,2025-10-19,52
FU00000312,U000139,integrations_slack,2025-10-04,5,2025-10-28,58
FU00000313,U000139,integrations_google_drive,2025-08-16,4,2025-09-08,9
FU00000314,U000140,kanban_boards,2025-12-14,48,2025-12-29,4
FU00000315,U000140,reporting_dashboard,2026-02-04,11,2025-12-29,56
FU00000316,U000140,integrations_google_drive,2025-12-20,2,2025-12-29,10
FU00000317,U000141,kanban_boards,2025-09-03,14,2025-12-27,28
FU00000318,U000141,reporting_dashboard,2025-12-11,16,2025-12-27,127
FU00000319,U000142,kanban_boards,2025-06-06,8,2025-07-04,17
FU00000320,U000142,reporting_dashboard,2025-06-08,3,2025-07-01,19
FU00000321,U000143,kanban_boards,2025-08-16,2,2025-09-02,21
FU00000322,U000144,kanban_boards,2024-04-26,2,2024-04-30,28
FU00000323,U000145,reporting_dashboard,2024-12-14,6,2024-12-24,17
FU00000324,U000146,kanban_boards,2024-07-09,5,2024-08-04,15
FU00000325,U000146,reporting_dashboard,2024-07-10,5,2024-08-04,16
FU00000326,U000148,kanban_boards,2024-09-25,2,2024-10-17,7
FU00000327,U000148,integrations_slack,2025-01-27,2,2025-02-18,131
FU00000328,U000149,kanban_boards,2025-01-17,1,2025-02-06,38
FU00000329,U000149,reporting_dashboard,2025-01-01,3,2025-01-09,22
FU00000330,U000150,kanban_boards,2024-02-15,3,2024-03-15,15
FU00000331,U000150,integrations_google_drive,2024-04-03,3,2024-04-19,63
FU00000332,U000151,kanban_boards,2025-07-01,5,2025-07-29,24
FU00000333,U000151,reporting_dashboard,2025-06-18,4,2025-07-01,11
FU00000334,U000151,integrations_slack,2025-09-12,9,2025-09-17,97
FU00000335,U000151,integrations_google_drive,2025-06-28,5,2025-07-07,21
FU00000336,U000152,kanban_boards,2025-04-30,9,2025-05-17,38
FU00000337,U000152,integrations_slack,2025-04-06,2,2025-04-17,14
FU00000338,U000153,kanban_boards,2025-11-24,12,2025-12-26,122
FU00000339,U000153,reporting_dashboard,2025-09-13,32,2025-12-26,50
FU00000340,U000154,reporting_dashboard,2025-09-05,9,2025-09-21,90
FU00000341,U000154,integrations_slack,2025-06-22,5,2025-07-19,15
FU00000342,U000155,kanban_boards,2026-02-07,16,2025-12-27,53
FU00000343,U000155,integrations_slack,2026-01-01,36,2025-12-27,16
FU00000344,U000156,time_tracking,2025-04-08,8,2025-04-26,5
FU00000345,U000156,automation_rules,2025-06-12,2,2025-06-21,70
FU00000346,U000156,reporting_dashboard,2025-05-18,8,2025-06-13,45
FU00000347,U000157,kanban_boards,2024-06-15,1,2024-06-16,10
FU00000348,U000158,kanban_boards,2025-04-30,44,2025-12-27,46
FU00000349,U000158,integrations_slack,2025-04-05,27,2025-12-27,21
FU00000350,U000158,integrations_google_drive,2025-03-30,29,2025-12-27,15
FU00000351,U000159,kanban_boards,2024-11-09,3,2024-11-11,57
FU00000352,U000159,integrations_slack,2024-09-27,9,2024-10-14,14
FU00000353,U000160,kanban_boards,2024-09-06,4,2024-09-09,42
FU00000354,U000160,reporting_dashboard,2024-09-01,1,2024-09-10,37
FU00000355,U000161,kanban_boards,2025-02-11,8,2025-02-18,59
FU00000356,U000161,reporting_dashboard,2025-03-09,1,2025-03-26,85
FU00000357,U000162,kanban_boards,2025-07-03,3,2025-07-21,29
FU00000358,U000162,reporting_dashboard,2025-09-17,7,2025-10-06,105
FU00000359,U000162,integrations_slack,2025-06-25,7,2025-07-23,21
FU00000360,U000163,reporting_dashboard,2024-03-19,1,2024-04-01,15
FU00000361,U000163,integrations_slack,2024-04-01,2,2024-04-11,28
FU00000362,U000163,integrations_google_drive,2024-03-28,4,2024-04-04,24
FU00000363,U000164,kanban_boards,2024-11-03,8,2025-12-31,7
FU00000364,U000165,reporting_dashboard,2024-03-25,3,2024-04-18,39
FU00000365,U000166,kanban_boards,2024-01-17,6,2024-02-03,15
FU00000366,U000166,reporting_dashboard,2024-01-23,9,2024-02-18,21
FU00000367,U000166,integrations_slack,2024-02-17,6,2024-03-05,46
FU00000368,U000166,integrations_google_drive,2024-01-27,7,2024-02-07,25
FU00000369,U000167,kanban_boards,2024-06-22,9,2024-06-25,31
FU00000370,U000167,reporting_dashboard,2024-10-15,5,2024-10-23,146
FU00000371,U000167,integrations_slack,2024-07-03,6,2024-07-29,42
FU00000372,U000167,integrations_google_drive,2024-08-04,7,2024-08-30,74
FU00000373,U000168,kanban_boards,2025-01-11,2,2025-01-15,18
FU00000374,U000168,reporting_dashboard,2025-01-01,6,2025-01-04,8
FU00000375,U000168,integrations_slack,2025-01-29,7,2025-02-07,36
FU00000376,U000168,integrations_google_drive,2025-02-13,7,2025-02-21,51
FU00000377,U000169,kanban_boards,2025-03-09,45,2025-12-28,51
FU00000378,U000169,reporting_dashboard,2025-01-28,40,2025-12-28,11
FU00000379,U000170,kanban_boards,2026-01-18,7,2026-02-15,49
FU00000380,U000170,reporting_dashboard,2026-06-25,8,2026-07-06,207
FU00000381,U000170,integrations_slack,2026-01-10,6,2026-01-15,41
FU00000382,U000171,kanban_boards,2025-09-29,46,2025-12-27,71
FU00000383,U000171,reporting_dashboard,2025-09-02,22,2025-12-27,44
FU00000384,U000172,reporting_dashboard,2025-11-23,33,2025-12-29,31
FU00000385,U000172,integrations_slack,2025-11-17,25,2025-12-29,25
FU00000386,U000173,integrations_google_drive,2025-01-03,6,2025-12-30,37
FU00000387,U000174,reporting_dashboard,2024-06-21,5,2024-07-12,21
FU00000388,U000174,integrations_slack,2024-07-08,9,2024-07-16,38
