subscription_id,workspace_id,plan_type,mrr,start_date,end_date,is_active,churn_date,churn_reason
sub_91,ws_1081,enterprise,200,2024-06-10,,True,,
sub_92,ws_1082,enterprise,200,2024-05-31,,True,,
sub_93,ws_1083,free,0,2024-05-18,,True,,
sub_94,ws_1084,professional,175,2024-01-05,,True,,
sub_95,ws_1085,free,0,2024-05-12,2025-08-21,False,2025-08-21,price
sub_96,ws_1086,free,0,2024-09-28,,True,,
sub_97,ws_1087,free,0,2024-07-24,2025-08-03,False,2025-08-03,price
sub_98,ws_1088,free,0,2024-08-31,,True,,
sub_99,ws_1089,free,0,2024-01-31,,True,,
sub_100,ws_109,professional,150,2024-02-04,,True,,
sub_101,ws_1090,enterprise,200,2024-02-16,,True,,
sub_102,ws_1091,enterprise,200,2024-03-17,,True,,
sub_103,ws_1092,enterprise,250,2024-07-30,,True,,
sub_104,ws_1093,professional,175,2024-04-28,,True,,
sub_105,ws_1094,starter,50,2024-01-28,,True,,
sub_106,ws_1095,free,0,2024-06-08,,True,,
sub_107,ws_1096,starter,60,2024-07-20,,True,,
sub_108,ws_1097,enterprise,50,2025-03-28,,True,,
sub_109,ws_1098,professional,150,2024-07-30,,True,,
sub_110,ws_1099,free,0,2024-10-29,,True,,
sub_111,ws_11,starter,10,2025-01-19,,True,,
sub_112,ws_110,professional,100,2024-04-03,,True,,
sub_113,ws_1100,free,0,2024-03-02,,True,,
sub_114,ws_1101,free,0,2024-10-01,,True,,
sub_115,ws_1102,professional,125,2024-02-13,,True,,
sub_116,ws_1103,enterprise,50,2024-10-24,,True,,
sub_117,ws_1104,enterprise,250,2024-08-16,,True,,
sub_118,ws_1105,professional,100,2024-04-18,,True,,
sub_119,ws_1106,free,0,2025-01-13,,True,,
sub_120,ws_1107,enterprise,100,2024-10-16,,True,,
sub_121,ws_1108,enterprise,50,2024-03-17,2024-06-13,False,2024-06-13,competitor
sub_122,ws_1109,enterprise,100,2024-02-07,,True,,
sub_123,ws_111,enterprise,100,2024-02-17,,True,,
sub_124,ws_1110,professional,50,2024-03-08,2024-08-16,False,2024-08-16,competitor
sub_125,ws_1111,free,0,2025-01-24,,True,,
sub_126,ws_1112,starter,20,2024-04-12,,True,,
sub_127,ws_1113,enterprise,50,2025-02-07,2025-03-01,False,2025-03-01,other
sub_128,ws_1114,enterprise,200,2024-06-20,,True,,
sub_129,ws_1115,enterprise,150,2025-02-23,,True,,
sub_130,ws_1116,free,0,2024-05-13,,True,,
sub_131,ws_1117,starter,10,2025-01-07,2025-01-28,False,2025-01-28,price
sub_132,ws_1118,enterprise,100,2025-04-08,2025-06-06,False,2025-06-06,other
sub_133,ws_1119,enterprise,100,2025-02-07,,True,,
sub_134,ws_112,enterprise,250,2024-01-30,,True,,
sub_135,ws_1120,free,0,2024-01-21,,True,,
sub_136,ws_1121,professional,150,2024-02-12,,True,,
sub_137,ws_1122,professional,150,2024-04-22,,True,,
sub_138,ws_1123,free,0,2024-03-09,,True,,
sub_139,ws_1124,enterprise,200,2024-06-24,,True,,
sub_140,ws_1125,free,0,2025-01-17,,True,,
sub_141,ws_1126,starter,40,2024-07-03,,True,,
sub_142,ws_1127,free,0,2024-02-13,,True,,
sub_143,ws_1128,enterprise,400,2024-08-26,,True,,
sub_144,ws_1129,free,0,2024-08-17,,True,,
sub_145,ws_113,free,0,2024-03-07,,True,,
sub_146,ws_1130,free,0,2024-03-26,2025-01-05,False,2025-01-05,price
sub_147,ws_1131,professional,125,2024-07-03,,True,,
sub_148,ws_1132,enterprise,200,2025-01-06,,True,,
sub_149,ws_1133,professional,200,2024-05-04,,True,,
sub_150,ws_1134,starter,10,2025-10-02,,True,,
sub_151,ws_1135,professional,125,2024-06-20,,True,,
sub_152,ws_1136,free,0,2024-12-04,,True,,
sub_153,ws_1137,free,0,2024-05-13,,True,,
sub_154,ws_1138,free,0,2024-02-13,2025-06-10,False,2025-06-10,other
sub_155,ws_1139,free,0,2024-05-23,,True,,
sub_156,ws_114,professional,75,2025-02-20,,True,,
sub_157,ws_1140,enterprise,250,2024-05-01,,True,,
sub_158,ws_1141,starter,50,2024-01-31,,True,,
sub_159,ws_1142,enterprise,400,2024-01-08,,True,,
sub_160,ws_1143,professional,75,2024-10-19,,True,,
sub_161,ws_1144,professional,100,2024-07-29,,True,,
sub_162,ws_1145,professional,25,2025-06-06,,True,,
sub_163,ws_1146,enterprise,150,2024-04-13,,True,,
sub_164,ws_1147,starter,40,2024-01-19,,True,,
sub_165,ws_1148,free,0,2024-02-10,,True,,
sub_166,ws_1149,free,0,2024-04-29,,True,,
sub_167,ws_115,starter,10,2024-12-12,,True,,
sub_168,ws_1150,free,0,2024-07-20,2025-08-03,False,2025-08-03,feature_gap
sub_169,ws_1151,starter,50,2024-07-13,,True,,
sub_170,ws_1152,enterprise,100,2024-12-23,,True,,
sub_171,ws_1153,enterprise,50,2024-03-19,2024-04-04,False,2024-04-04,price
sub_172,ws_1154,enterprise,200,2024-07-14,,True,,
sub_173,ws_1155,free,0,2024-05-12,,True,,
sub_174,ws_1156,enterprise,150,2024-07-19,,True,,
sub_175,ws_1157,enterprise,150,2024-06-19,,True,,
sub_176,ws_1158,professional,75,2024-03-30,,True,,
sub_177,ws_1159,starter,30,2024-01-25,,True,,
sub_178,ws_116,free,0,2024-05-30,,True,,
sub_179,ws_1160,enterprise,150,2024-05-15,,True,,
sub_180,ws_1161,free,0,2024-07-18,,True,,
sub_181,ws_1162,professional,100,2025-08-19,,True,,
sub_182,ws_1163,professional,100,2024-03-04,,True,,
sub_183,ws_1164,starter,40,2025-05-24,,True,,
sub_184,ws_1165,free,0,2025-04-10,,True,,
sub_185,ws_1166,professional,125,2024-07-10,2025-06-07,False,2025-06-07,price
sub_186,ws_1167,professional,75,2024-04-09,2025-09-16,False,2025-09-16,feature_gap
sub_187,ws_1168,starter,10,2024-12-16,2025-01-07,False,2025-01-07,feature_gap
sub_188,ws_1169,professional,125,2024-08-18,,True,,
sub_189,ws_117,starter,40,2024-01-05,2025-05-19,False,2025-05-19,feature_gap
sub_190,ws_1170,free,0,2024-04-23,2024-12-31,False,2024-12-31,competitor
sub_191,ws_1171,professional,100,2024-01-28,,True,,
sub_192,ws_1172,professional,275,2024-04-18,,True,,
sub_193,ws_1173,starter,30,2024-01-16,,True,,
sub_194,ws_1174,enterprise,200,2024-04-20,,True,,
sub_195,ws_1175,free,0,2024-04-11,,True,,
sub_196,ws_1176,professional,75,2024-10-11,,True,,
sub_197,ws_1177,starter,10,2025-12-15,,True,,
sub_198,ws_1178,professional,125,2024-03-17,,True,,
sub_199,ws_1179,enterprise,200,2024-03-25,,True,,
sub_200,ws_118,professional,75,2024-09-27,,True,,
sub_201,ws_1180,professional,100,2024-05-04,,True,,
sub_202,ws_1181,professional,125,2024-02-25,,True,,
sub_203,ws_1182,professional,25,2024-08-15,,True,,
sub_204,ws_1183,free,0,2024-06-21,2025-07-05,False,2025-07-05,feature_gap
sub_205,ws_1184,professional,125,2024-02-27,,True,,
sub_206,ws_1185,starter,30,2024-07-19,,True,,
sub_207,ws_1186,enterprise,250,2024-04-10,,True,,
sub_208,ws_1187,professional,25,2025-02-26,,True,,
sub_209,ws_1188,professional,75,2024-09-24,,True,,
sub_210,ws_1189,enterprise,150,2024-08-15,,True,,
sub_211,ws_119,free,0,2024-03-15,,True,,
sub_212,ws_1190,starter,70,2024-03-12,,True,,
sub_213,ws_1191,starter,60,2024-03-05,,True,,
sub_214,ws_1192,free,0,2024-05-03,,True,,
sub_215,ws_1193,enterprise,150,2024-01-13,,True,,
sub_216,ws_1194,professional,75,2024-05-17,,True,,
sub_217,ws_1195,starter,30,2024-08-21,,True,,
sub_218,ws_1196,free,0,2024-03-02,,True,,
sub_219,ws_1197,enterprise,300,2024-02-06,,True,,
sub_220,ws_1198,free,0,2025-02-17,2025-05-24,False,2025-05-24,price
sub_221,ws_1199,enterprise,250,2024-12-29,,True,,
sub_222,ws_12,free,0,2024-08-12,2025-11-13,False,2025-11-13,feature_gap
sub_223,ws_120,free,0,2025-02-16,2025-06-17,False,2025-06-17,feature_gap
sub_224,ws_1200,starter,40,2024-12-29,,True,,
sub_225,ws_1201,starter,20,2024-05-02,,True,,
sub_226,ws_1202,free,0,2024-03-20,,True,,
sub_227,ws_1203,free,0,2024-03-27,,True,,
sub_228,ws_1204,starter,50,2024-02-23,,True,,
sub_229,ws_1205,professional,50,2024-06-14,2025-05-07,False,2025-05-07,competitor
sub_230,ws_1206,professional,175,2024-06-09,,True,,
sub_231,ws_1207,enterprise,200,2024-02-14,,True,,
sub_232,ws_1208,starter,10,2024-10-29,2025-01-12,False,2025-01-12,feature_gap
sub_233,ws_1209,professional,125,2024-05-01,,True,,
sub_234,ws_121,professional,25,2025-11-17,,True,,
sub_235,ws_1210,free,0,2024-01-03,,True,,
sub_236,ws_1211,enterprise,150,2024-12-22,,True,,
sub_237,ws_1212,enterprise,300,2024-01-02,,True,,
sub_238,ws_1213,free,0,2025-08-25,2025-09-30,False,2025-09-30,price
sub_239,ws_1214,enterprise,150,2024-05-03,,True,,
sub_240,ws_1215,professional,50,2025-05-02,,True,,
sub_241,ws_1216,starter,30,2024-09-10,,True,,
sub_242,ws_1217,enterprise,200,2024-06-18,,True,,
sub_243,ws_1218,professional,75,2025-02-12,,True,,
sub_244,ws_1219,professional,75,2025-02-19,,True,,
sub_245,ws_122,free,0,2024-03-09,2024-03-15,False,2024-03-15,feature_gap
sub_246,ws_1220,professional,150,2024-02-16,,True,,
sub_247,ws_1221,free,0,2024-02-01,,True,,
sub_248,ws_1222,professional,125,2024-01-13,,True,,
sub_249,ws_1223,free,0,2024-08-12,,True,,
sub_250,ws_1224,free,0,2024-05-10,,True,,
sub_251,ws_1225,enterprise,250,2024-02-04,,True,,
sub_252,ws_1226,professional,75,2024-05-05,,True,,
sub_253,ws_1228,free,0,2024-10-24,,True,,
sub_254,ws_1229,free,0,2025-05-21,,True,,
sub_255,ws_123,free,0,2024-02-26,2025-04-19,False,2025-04-19,price
sub_256,ws_1230,enterprise,100,2025-01-09,,True,,
sub_257,ws_1231,professional,25,2024-10-02,2024-12-04,False,2024-12-04,feature_gap
sub_258,ws_1232,free,0,2024-07-29,2024-08-14,False,2024-08-14,price
sub_259,ws_1233,professional,50,2024-04-10,2024-10-02,False,2024-10-02,other
sub_260,ws_1234,enterprise,250,2024-04-18,,True,,
sub_261,ws_1235,starter,60,2024-02-04,,True,,
sub_262,ws_1237,enterprise,250,2024-04-22,,True,,
sub_263,ws_1238,professional,100,2024-10-13,,True,,
sub_264,ws_1239,professional,100,2024-04-26,,True,,
sub_265,ws_124,starter,20,2025-03-06,,True,,
sub_266,ws_1240,starter,10,2024-03-11,,True,,
sub_267,ws_1241,starter,80,2024-08-11,,True,,
sub_268,ws_1242,professional,175,2024-03-21,,True,,
sub_269,ws_1243,professional,125,2024-08-03,,True,,
sub_270,ws_1244,enterprise,450,2024-03-13,,True,,
sub_271,ws_1245,free,0,2024-02-21,,True,,
sub_272,ws_1246,enterprise,200,2024-04-25,,True,,
sub_273,ws_1247,starter,50,2024-10-19,,True,,
sub_274,ws_1248,professional,200,2024-02-16,,True,,
sub_275,ws_1249,professional,75,2024-05-29,,True,,
sub_276,ws_125,free,0,2024-02-18,,True,,
sub_277,ws_1250,free,0,2025-01-10,,True,,
sub_278,ws_1251,enterprise,150,2024-07-20,,True,,
sub_279,ws_1252,free,0,2024-08-11,,True,,
sub_280,ws_1253,professional,150,2024-04-05,,True,,
sub_281,ws_1254,professional,150,2024-05-27,,True,,
sub_282,ws_1255,professional,175,2024-01-07,,True,,
sub_283,ws_1256,enterprise,250,2024-04-23,,True,,
sub_284,ws_1257,starter,10,2025-12-14,,True,,
sub_285,ws_1258,free,0,2025-03-22,,True,,
sub_286,ws_1259,starter,50,2024-06-21,,True,,
sub_287,ws_126,free,0,2024-07-04,,True,,
sub_288,ws_1260,free,0,2024-10-13,2025-05-17,False,2025-05-17,other
sub_289,ws_1261,starter,10,2024-01-31,,True,,
sub_290,ws_1262,enterprise,150,2024-09-06,,True,,
sub_291,ws_1263,professional,125,2024-09-29,,True,,
sub_292,ws_1264,professional,50,2024-02-22,2024-10-26,False,2024-10-26,competitor
sub_293,ws_1265,free,0,2024-02-20,,True,,
sub_294,ws_1266,professional,100,2024-06-20,,True,,
sub_295,ws_1267,free,0,2025-03-01,2025-03-04,False,2025-03-04,other
sub_296,ws_1268,starter,50,2024-06-11,,True,,
sub_297,ws_1269,professional,100,2024-06-26,,True,,
sub_298,ws_127,free,0,2024-04-15,,True,,
sub_299,ws_1270,professional,100,2024-03-03,,True,,
sub_300,ws_1271,enterprise,350,2024-03-28,,True,,
sub_301,ws_1272,enterprise,150,2024-03-25,,True,,
sub_302,ws_1273,free,0,2024-07-07,,True,,
sub_303,ws_1274,starter,60,2024-10-04,,True,,
sub_304,ws_1275,professional,125,2024-05-14,,True,,
sub_305,ws_1276,free,0,2024-12-23,2025-01-05,False,2025-01-05,price
sub_306,ws_1277,free,0,2025-07-01,,True,,
sub_307,ws_1278,free,0,2024-02-14,,True,,
sub_308,ws_1279,free,0,2024-06-18,,True,,
sub_309,ws_128,professional,25,2025-06-02,,True,,
sub_310,ws_1280,starter,10,2024-12-26,2025-03-07,False,2025-03-07,price
sub_311,ws_1282,enterprise,150,2024-03-28,,True,,
sub_312,ws_1283,enterprise,200,2024-07-17,,True,,
sub_313,ws_1284,free,0,2024-03-17,,True,,
sub_314,ws_1286,professional,175,2024-06-19,,True,,
sub_315,ws_1287,free,0,2024-08-03,2024-10-18,False,2024-10-18,price
sub_316,ws_1288,enterprise,100,2024-06-19,,True,,
sub_317,ws_1289,professional,125,2024-01-22,,True,,
sub_318,ws_129,enterprise,200,2024-04-14,,True,,
sub_319,ws_1290,professional,100,2024-04-27,,True,,
sub_320,ws_1291,enterprise,150,2024-08-05,,True,,
sub_321,ws_1292,starter,10,2024-12-09,,True,,
sub_322,ws_1293,enterprise,100,2024-08-20,,True,,
sub_323,ws_1294,enterprise,250,2024-05-09,,True,,
sub_324,ws_1295,free,0,2024-02-24,,True,,
sub_325,ws_1296,professional,100,2024-07-12,,True,,
sub_326,ws_1297,free,0,2024-11-23,,True,,
sub_327,ws_1298,enterprise,150,2024-10-04,,True,,
sub_328,ws_1299,professional,125,2024-10-30,,True,,
sub_329,ws_13,free,0,2024-01-20,,True,,
sub_330,ws_130,free,0,2024-03-15,,True,,
sub_331,ws_1300,enterprise,250,2024-05-08,,True,,
sub_332,ws_1301,professional,75,2024-11-30,,True,,
sub_333,ws_1302,enterprise,300,2024-02-11,,True,,
sub_334,ws_1303,free,0,2024-04-25,2024-06-20,False,2024-06-20,other
sub_335,ws_1304,free,0,2024-02-10,2025-10-23,False,2025-10-23,other
sub_336,ws_1305,professional,100,2024-04-29,,True,,
sub_337,ws_1306,enterprise,100,2024-01-14,2025-02-24,False,2025-02-24,price
sub_338,ws_1307,professional,100,2024-06-22,,True,,
sub_339,ws_1308,free,0,2024-07-04,,True,,
sub_340,ws_1309,free,0,2024-01-10,,True,,
sub_341,ws_131,free,0,2024-01-09,,True,,
sub_342,ws_1310,professional,50,2024-04-18,,True,,
sub_343,ws_1311,free,0,2024-02-02,,True,,
sub_344,ws_1312,enterprise,150,2024-04-05,2024-12-20,False,2024-12-20,other
sub_345,ws_1313,free,0,2024-06-02,,True,,
sub_346,ws_1314,enterprise,300,2024-07-01,,True,,
sub_347,ws_1315,enterprise,200,2024-03-14,,True,,
sub_348,ws_1316,free,0,2024-05-25,,True,,
sub_349,ws_1317,enterprise,300,2024-02-28,,True,,
sub_350,ws_1318,professional,25,2024-07-27,,True,,
sub_351,ws_1319,free,0,2024-01-23,,True,,
sub_352,ws_132,free,0,2024-08-14,,True,,
sub_353,ws_1320,professional,125,2024-07-20,,True,,
sub_354,ws_1321,professional,100,2024-04-22,,True,,
sub_355,ws_1322,professional,100,2024-01-21,,True,,
sub_356,ws_1323,enterprise,150,2025-04-14,,True,,
sub_357,ws_1324,free,0,2024-07-23,,True,,
sub_358,ws_1325,free,0,2024-07-01,2024-11-05,False,2024-11-05,competitor
sub_359,ws_1326,enterprise,200,2024-03-12,,True,,
sub_360,ws_1327,free,0,2025-06-24,2025-10-19,False,2025-10-19,other
sub_361,ws_1328,enterprise,250,2024-01-06,2025-12-20,False,2025-12-20,price
sub_362,ws_1329,enterprise,300,2024-01-28,,True,,
sub_363,ws_133,free,0,2024-01-08,,True,,
sub_364,ws_1330,professional,100,2024-06-01,,True,,
sub_365,ws_1331,professional,100,2024-03-10,,True,,
sub_366,ws_1332,enterprise,250,2024-09-02,,True,,
sub_367,ws_1333,enterprise,250,2024-03-22,,True,,
sub_368,ws_1334,enterprise,200,2024-09-27,,True,,
sub_369,ws_1335,free,0,2024-06-22,,True,,
sub_370,ws_1336,free,0,2024-03-06,,True,,
sub_371,ws_1337,free,0,2024-03-25,,True,,
sub_372,ws_1338,enterprise,300,2024-02-18,,True,,
sub_373,ws_1339,professional,175,2024-03-08,,True,,
sub_374,ws_134,enterprise,50,2024-01-25,2024-03-29,False,2024-03-29,other
sub_375,ws_1340,professional,150,2024-06-22,,True,,
sub_376,ws_1341,free,0,2024-09-01,,True,,
sub_377,ws_1342,free,0,2024-04-26,,True,,
sub_378,ws_1343,starter,40,2024-07-12,,True,,
sub_379,ws_1344,professional,175,2024-04-07,,True,,
sub_380,ws_1345,starter,50,2024-03-15,,True,,
sub_381,ws_1346,enterprise,300,2024-03-29,,True,,
sub_382,ws_1347,professional,200,2024-11-26,,True,,
sub_383,ws_1348,free,0,2024-11-13,,True,,
sub_384,ws_1349,enterprise,150,2024-01-29,,True,,
sub_385,ws_135,free,0,2024-03-17,,True,,
sub_386,ws_1350,professional,25,2025-04-20,,True,,
sub_387,ws_1351,free,0,2024-02-11,,True,,
sub_388,ws_1352,free,0,2024-02-16,2024-10-28,False,2024-10-28,other
sub_389,ws_1353,free,0,2024-02-04,,True,,
sub_390,ws_1354,free,0,2024-09-09,,True,,
sub_391,ws_1355,free,0,2024-09-26,,True,,
sub_392,ws_1356,professional,175,2024-05-19,,True,,
sub_393,ws_1357,free,0,2024-05-12,,True,,
sub_394,ws_1358,free,0,2024-01-18,,True,,
sub_395,ws_1359,free,0,2024-01-19,2024-08-21,False,2024-08-21,other
sub_396,ws_136,enterprise,100,2024-05-09,2025-11-28,False,2025-11-28,price
sub_397,ws_1360,professional,125,2024-01-02,,True,,
sub_398,ws_1361,starter,10,2025-07-09,,True,,
sub_399,ws_1362,enterprise,250,2024-01-05,,True,,
sub_400,ws_1363,professional,25,2024-09-02,,True,,
sub_401,ws_1364,free,0,2024-11-24,,True,,
sub_402,ws_1365,starter,40,2025-04-06,,True,,
sub_403,ws_1366,professional,50,2024-03-12,,True,,
sub_404,ws_1367,starter,40,2024-05-02,,True,,
sub_405,ws_1368,professional,100,2024-01-31,,True,,
sub_406,ws_137,professional,100,2024-11-30,,True,,
sub_407,ws_1370,enterprise,50,2024-02-18,,True,,
sub_408,ws_1371,free,0,2024-02-19,2024-12-21,False,2024-12-21,other
sub_409,ws_1372,free,0,2024-02-05,,True,,
sub_410,ws_1373,free,0,2024-03-24,,True,,
sub_411,ws_1374,enterprise,50,2025-01-07,,True,,
sub_412,ws_1375,starter,40,2024-06-28,,True,,
sub_413,ws_1377,free,0,2025-04-10,,True,,
sub_414,ws_1378,professional,75,2024-03-20,,True,,
sub_415,ws_1379,enterprise,150,2024-11-18,,True,,
sub_416,ws_138,enterprise,300,2024-06-13,,True,,
sub_417,ws_1380,enterprise,400,2024-04-20,,True,,
sub_418,ws_1381,starter,40,2024-08-24,,True,,
sub_419,ws_1382,free,0,2024-11-24,2025-09-07,False,2025-09-07,competitor
sub_420,ws_1383,enterprise,300,2024-02-29,,True,,
sub_421,ws_1384,free,0,2024-04-18,,True,,
sub_422,ws_1385,free,0,2025-12-13,,True,,
sub_423,ws_1386,enterprise,100,2024-04-04,2025-11-09,False,2025-11-09,feature_gap
sub_424,ws_1387,free,0,2024-06-27,,True,,
sub_425,ws_1388,professional,100,2024-03-26,,True,,
sub_426,ws_1389,enterprise,300,2024-05-17,,True,,
sub_427,ws_139,free,0,2025-02-10,2025-04-28,False,2025-04-28,price
sub_428,ws_1391,professional,100,2024-03-03,,True,,
sub_429,ws_1392,professional,100,2024-07-03,,True,,
sub_430,ws_1393,enterprise,250,2024-10-11,,True,,
sub_431,ws_1394,free,0,2024-01-21,,True,,
sub_432,ws_1395,free,0,2024-06-12,2025-04-09,False,2025-04-09,feature_gap
sub_433,ws_1396,free,0,2024-05-04,,True,,
sub_434,ws_1397,professional,125,2024-01-31,,True,,
sub_435,ws_1399,starter,60,2024-01-09,,True,,
sub_436,ws_14,free,0,2025-09-19,2025-12-02,False,2025-12-02,competitor
sub_437,ws_140,professional,150,2024-04-18,,True,,
sub_438,ws_1400,enterprise,200,2024-10-21,,True,,
sub_439,ws_1401,free,0,2024-02-29,,True,,
sub_440,ws_1402,starter,10,2024-11-14,,True,,
sub_441,ws_1403,professional,100,2024-03-01,,True,,
sub_442,ws_1404,free,0,2025-03-15,,True,,
sub_443,ws_1405,professional,125,2024-03-06,,True,,
sub_444,ws_1406,free,0,2024-05-28,,True,,
sub_445,ws_1407,free,0,2024-11-14,2025-09-23,False,2025-09-23,feature_gap
sub_446,ws_1408,professional,225,2024-03-25,,True,,
sub_447,ws_1409,professional,125,2024-03-10,,True,,
sub_448,ws_141,enterprise,200,2024-03-26,,True,,
sub_449,ws_1410,professional,75,2024-01-09,,True,,
sub_450,ws_1411,starter,80,2024-03-18,,True,,
sub_451,ws_1412,professional,150,2024-03-01,,True,,
sub_452,ws_1413,free,0,2024-10-21,2024-11-18,False,2024-11-18,feature_gap
sub_453,ws_1414,enterprise,150,2024-12-17,,True,,
sub_454,ws_1415,free,0,2024-08-09,,True,,
sub_455,ws_1416,starter,40,2024-07-03,,True,,
sub_456,ws_1417,free,0,2024-04-22,,True,,
sub_457,ws_1418,free,0,2024-08-25,,True,,
sub_458,ws_1419,free,0,2024-06-26,,True,,
sub_459,ws_142,professional,75,2024-02-25,,True,,
sub_460,ws_1420,enterprise,200,2024-09-08,,True,,
sub_461,ws_1421,enterprise,200,2024-01-30,,True,,
sub_462,ws_1422,enterprise,100,2025-10-01,,True,,
sub_463,ws_1423,professional,100,2024-07-20,,True,,
