user_id,step_1_completed,step_1_timestamp,step_2_completed,step_2_timestamp,step_3_completed,step_3_timestamp,step_4_completed,step_4_timestamp,onboarding_completed,onboarding_completion_date,time_to_complete_hours,ab_test_variant
u_62,True,2025-07-13 00:02:00,True,2025-07-13 00:05:00,True,2025-07-13 00:15:00,True,2025-07-13 00:30:00,True,2025-07-13 00:30:00,19.78164270939914,
u_63,True,2025-01-15 00:02:00,True,2025-01-15 00:05:00,False,,False,,False,,,
u_64,True,2025-02-13 00:02:00,True,2025-02-13 00:05:00,True,2025-02-13 00:15:00,True,2025-02-13 00:30:00,True,2025-02-13 00:30:00,23.209339935521015,
u_65,True,2024-03-17 00:02:00,True,2024-03-17 00:05:00,True,2024-03-17 00:15:00,True,2024-03-17 00:30:00,True,2024-03-17 00:30:00,34.32354518725185,
u_66,True,2025-12-17 00:02:00,True,2025-12-17 00:05:00,True,2025-12-17 00:15:00,True,2025-12-17 00:30:00,True,2025-12-17 00:30:00,24.46573894746667,control
u_67,True,2025-06-28 00:02:00,True,2025-06-28 00:05:00,True,2025-06-28 00:15:00,True,2025-06-28 00:30:00,True,2025-06-28 00:30:00,38.644828703707496,
u_68,True,2025-10-17 00:02:00,False,,False,,False,,False,,,variant_a
u_69,True,2025-09-28 00:02:00,False,,False,,False,,False,,,
u_70,True,2024-06-25 00:02:00,True,2024-06-25 00:05:00,False,,False,,False,,,
u_71,True,2024-11-27 00:02:00,True,2024-11-27 00:05:00,True,2024-11-27 00:15:00,True,2024-11-27 00:30:00,True,2024-11-27 00:30:00,22.80451215262038,
u_72,True,2024-07-17 00:02:00,True,2024-07-17 00:05:00,True,2024-07-17 00:15:00,True,2024-07-17 00:30:00,True,2024-07-17 00:30:00,44.849058143799304,
u_73,True,2024-09-02 00:02:00,True,2024-09-02 00:05:00,True,2024-09-02 00:15:00,True,2024-09-02 00:30:00,True,2024-09-02 00:30:00,1.3427764803478388,
u_74,True,2024-03-06 00:02:00,True,2024-03-06 00:05:00,False,,False,,False,,,
u_75,True,2024-12-08 00:02:00,True,2024-12-08 00:05:00,True,2024-12-08 00:15:00,True,2024-12-08 00:30:00,True,2024-12-08 00:30:00,12.252641947969128,
u_76,True,2025-09-19 00:02:00,True,2025-09-19 00:05:00,True,2025-09-19 00:15:00,True,2025-09-19 00:30:00,True,2025-09-19 00:30:00,34.023642756163966,
u_77,True,2024-10-18 00:02:00,False,,False,,False,,False,,,
u_78,True,2025-09-14 00:02:00,True,2025-09-14 00:05:00,False,,False,,False,,,
u_79,True,2025-08-05 00:02:00,True,2025-08-05 00:05:00,False,,False,,False,,,
u_80,True,2024-03-16 00:02:00,True,2024-03-16 00:05:00,False,,False,,False,,,
u_81,False,,False,,False,,False,,False,,,variant_a
u_82,False,,False,,False,,False,,False,,,
u_83,False,,False,,False,,False,,False,,,control
u_84,True,2025-10-25 00:02:00,True,2025-10-25 00:05:00,False,,False,,False,,,variant_a
u_85,True,2024-12-30 00:02:00,True,2024-12-30 00:05:00,False,,False,,False,,,
u_86,True,2024-08-16 00:02:00,False,,False,,False,,False,,,
u_87,False,,False,,False,,False,,False,,,control
u_88,True,2025-11-19 00:02:00,True,2025-11-19 00:05:00,True,2025-11-19 00:15:00,True,2025-11-19 00:30:00,True,2025-11-19 00:30:00,24.286495812457414,variant_a
u_89,True,2025-01-23 00:02:00,True,2025-01-23 00:05:00,False,,False,,False,,,
u_90,True,2024-05-23 00:02:00,False,,False,,False,,False,,,
u_91,True,2024-07-25 00:02:00,True,2024-07-25 00:05:00,True,2024-07-25 00:15:00,True,2024-07-25 00:30:00,True,2024-07-25 00:30:00,4.657143589063833,
u_92,True,2025-02-02 00:02:00,False,,False,,False,,False,,,
u_93,True,2025-05-11 00:02:00,True,2025-05-11 00:05:00,False,,False,,False,,,
u_94,True,2024-04-02 00:02:00,True,2024-04-02 00:05:00,True,2024-04-02 00:15:00,True,2024-04-02 00:30:00,True,2024-04-02 00:30:00,46.13578557994915,
u_95,True,2025-11-02 00:02:00,True,2025-11-02 00:05:00,False,,False,,False,,,variant_a
u_96,True,2025-10-25 00:02:00,True,2025-10-25 00:05:00,False,,False,,False,,,control
u_97,True,2025-08-07 00:02:00,True,2025-08-07 00:05:00,True,2025-08-07 00:15:00,True,2025-08-07 00:30:00,True,2025-08-07 00:30:00,31.488130157334798,
u_98,False,,False,,False,,False,,False,,,variant_a
u_99,True,2025-08-04 00:02:00,True,2025-08-04 00:05:00,True,2025-08-04 00:15:00,True,2025-08-04 00:30:00,True,2025-08-04 00:30:00,21.221201153717136,
u_100,True,2024-11-30 00:02:00,True,2024-11-30 00:05:00,True,2024-11-30 00:15:00,False,,False,,,
u_101,True,2024-10-21 00:02:00,True,2024-10-21 00:05:00,True,2024-10-21 00:15:00,False,,False,,,
u_102,True,2024-04-10 00:02:00,True,2024-04-10 00:05:00,True,2024-04-10 00:15:00,True,2024-04-10 00:30:00,True,2024-04-10 00:30:00,42.397558055028064,
u_103,True,2025-01-15 00:02:00,False,,False,,False,,False,,,
u_104,True,2025-03-10 00:02:00,True,2025-03-10 00:05:00,True,2025-03-10 00:15:00,False,,False,,,
u_105,False,,False,,False,,False,,False,,,
u_106,True,2024-01-30 00:02:00,True,2024-01-30 00:05:00,True,2024-01-30 00:15:00,True,2024-01-30 00:30:00,True,2024-01-30 00:30:00,39.939173469186215,
u_107,True,2024-09-25 00:02:00,True,2024-09-25 00:05:00,True,2024-09-25 00:15:00,True,2024-09-25 00:30:00,True,2024-09-25 00:30:00,38.97252705890514,
u_108,False,,False,,False,,False,,False,,,
u_109,False,,False,,False,,False,,False,,,
u_110,True,2025-02-15 00:02:00,True,2025-02-15 00:05:00,False,,False,,False,,,
u_111,True,2025-01-16 00:02:00,True,2025-01-16 00:05:00,True,2025-01-16 00:15:00,True,2025-01-16 00:30:00,True,2025-01-16 00:30:00,36.26117268274561,
u_112,True,2024-07-28 00:02:00,True,2024-07-28 00:05:00,True,2024-07-28 00:15:00,True,2024-07-28 00:30:00,True,2024-07-28 00:30:00,31.54182469939645,
u_113,True,2024-11-04 00:02:00,True,2024-11-04 00:05:00,True,2024-11-04 00:15:00,False,,False,,,
u_114,False,,False,,False,,False,,False,,,
u_115,False,,False,,False,,False,,False,,,
u_116,True,2025-05-06 00:02:00,True,2025-05-06 00:05:00,False,,False,,False,,,
u_117,True,2024-05-02 00:02:00,True,2024-05-02 00:05:00,False,,False,,False,,,
u_118,True,2024-03-29 00:02:00,True,2024-03-29 00:05:00,False,,False,,False,,,
u_119,False,,False,,False,,False,,False,,,
u_120,True,2025-06-03 00:02:00,True,2025-06-03 00:05:00,False,,False,,False,,,
u_121,True,2025-10-11 00:02:00,True,2025-10-11 00:05:00,False,,False,,False,,,control
u_122,True,2024-07-17 00:02:00,False,,False,,False,,False,,,
u_123,True,2025-07-13 00:02:00,True,2025-07-13 00:05:00,False,,False,,False,,,
u_124,True,2024-11-20 00:02:00,True,2024-11-20 00:05:00,True,2024-11-20 00:15:00,True,2024-11-20 00:30:00,True,2024-11-20 00:30:00,14.980871190782862,
u_125,True,2025-08-13 00:02:00,True,2025-08-13 00:05:00,True,2025-08-13 00:15:00,True,2025-08-13 00:30:00,True,2025-08-13 00:30:00,5.739949992258345,
u_126,True,2024-03-13 00:02:00,True,2024-03-13 00:05:00,True,2024-03-13 00:15:00,True,2024-03-13 00:30:00,True,2024-03-13 00:30:00,24.625405111037615,
u_127,True,2025-09-06 00:02:00,True,2025-09-06 00:05:00,False,,False,,False,,,
u_128,True,2024-08-04 00:02:00,True,2024-08-04 00:05:00,True,2024-08-04 00:15:00,True,2024-08-04 00:30:00,True,2024-08-04 00:30:00,23.068289984925972,
u_129,True,2024-12-21 00:02:00,True,2024-12-21 00:05:00,True,2024-12-21 00:15:00,False,,False,,,
u_130,True,2025-05-30 00:02:00,True,2025-05-30 00:05:00,False,,False,,False,,,
u_131,True,2025-01-29 00:02:00,True,2025-01-29 00:05:00,False,,False,,False,,,
u_132,True,2024-08-27 00:02:00,True,2024-08-27 00:05:00,False,,False,,False,,,
u_133,True,2025-09-21 00:02:00,True,2025-09-21 00:05:00,True,2025-09-21 00:15:00,True,2025-09-21 00:30:00,True,2025-09-21 00:30:00,1.097845219806148,
u_134,True,2025-10-01 00:02:00,True,2025-10-01 00:05:00,False,,False,,False,,,control
u_135,True,2025-07-13 00:02:00,True,2025-07-13 00:05:00,False,,False,,False,,,
u_136,True,2025-07-30 00:02:00,True,2025-07-30 00:05:00,False,,False,,False,,,
u_137,True,2024-12-22 00:02:00,True,2024-12-22 00:05:00,True,2024-12-22 00:15:00,True,2024-12-22 00:30:00,True,2024-12-22 00:30:00,0.9276621454305298,
u_138,True,2025-03-06 00:02:00,False,,False,,False,,False,,,
u_139,True,2025-08-23 00:02:00,True,2025-08-23 00:05:00,False,,False,,False,,,
u_140,True,2025-02-16 00:02:00,True,2025-02-16 00:05:00,False,,False,,False,,,
u_141,True,2025-02-23 00:02:00,True,2025-02-23 00:05:00,False,,False,,False,,,
u_142,True,2025-10-04 00:02:00,True,2025-10-04 00:05:00,False,,False,,False,,,control
u_143,True,2024-06-18 00:02:00,True,2024-06-18 00:05:00,True,2024-06-18 00:15:00,True,2024-06-18 00:30:00,True,2024-06-18 00:30:00,4.285133107461707,
u_144,True,2025-12-04 00:02:00,False,,False,,False,,False,,,variant_a
u_145,True,2025-12-26 00:02:00,True,2025-12-26 00:05:00,False,,False,,False,,,variant_a
u_146,True,2024-03-14 00:02:00,True,2024-03-14 00:05:00,False,,False,,False,,,
u_147,True,2024-06-08 00:02:00,True,2024-06-08 00:05:00,False,,False,,False,,,
u_148,True,2024-03-20 00:02:00,True,2024-03-20 00:05:00,True,2024-03-20 00:15:00,True,2024-03-20 00:30:00,True,2024-03-20 00:30:00,1.9621078934087937,
u_149,True,2024-10-18 00:02:00,True,2024-10-18 00:05:00,True,2024-10-18 00:15:00,True,2024-10-18 00:30:00,True,2024-10-18 00:30:00,37.12093536246571,
u_150,True,2025-04-30 00:02:00,True,2025-04-30 00:05:00,False,,False,,False,,,
u_151,True,2025-09-16 00:02:00,True,2025-09-16 00:05:00,False,,False,,False,,,
u_152,True,2024-05-01 00:02:00,False,,False,,False,,False,,,
u_153,True,2025-05-18 00:02:00,True,2025-05-18 00:05:00,False,,False,,False,,,
u_154,True,2025-11-10 00:02:00,True,2025-11-10 00:05:00,False,,False,,False,,,variant_a
u_155,True,2025-04-08 00:02:00,True,2025-04-08 00:05:00,True,2025-04-08 00:15:00,False,,False,,,
u_156,True,2025-09-29 00:02:00,True,2025-09-29 00:05:00,True,2025-09-29 00:15:00,True,2025-09-29 00:30:00,True,2025-09-29 00:30:00,47.403721935764956,
u_157,True,2025-10-31 00:02:00,True,2025-10-31 00:05:00,True,2025-10-31 00:15:00,True,2025-10-31 00:30:00,True,2025-10-31 00:30:00,16.10620778986497,control
u_158,True,2025-07-19 00:02:00,False,,False,,False,,False,,,
u_159,True,2024-07-21 00:02:00,False,,False,,False,,False,,,
u_160,False,,False,,False,,False,,False,,,
u_161,True,2025-12-18 00:02:00,True,2025-12-18 00:05:00,False,,False,,False,,,variant_a
u_162,True,2025-09-10 00:02:00,True,2025-09-10 00:05:00,True,2025-09-10 00:15:00,True,2025-09-10 00:30:00,True,2025-09-10 00:30:00,39.04774817522923,
u_163,True,2024-08-22 00:02:00,True,2024-08-22 00:05:00,True,2024-08-22 00:15:00,True,2024-08-22 00:30:00,True,2024-08-22 00:30:00,38.981950313950136,
u_164,True,2024-03-30 00:02:00,True,2024-03-30 00:05:00,True,2024-03-30 00:15:00,True,2024-03-30 00:30:00,True,2024-03-30 00:30:00,7.547233523490192,
u_165,True,2024-02-21 00:02:00,True,2024-02-21 00:05:00,False,,False,,False,,,
u_166,True,2024-08-19 00:02:00,True,2024-08-19 00:05:00,True,2024-08-19 00:15:00,True,2024-08-19 00:30:00,True,2024-08-19 00:30:00,7.21288425429448,
u_167,True,2025-11-23 00:02:00,True,2025-11-23 00:05:00,True,2025-11-23 00:15:00,True,2025-11-23 00:30:00,True,2025-11-23 00:30:00,33.93108503257101,variant_a
u_168,True,2024-07-02 00:02:00,True,2024-07-02 00:05:00,True,2024-07-02 00:15:00,True,2024-07-02 00:30:00,True,2024-07-02 00:30:00,16.268592468031663,
u_169,True,2025-07-24 00:02:00,False,,False,,False,,False,,,
u_170,True,2025-08-23 00:02:00,True,2025-08-23 00:05:00,True,2025-08-23 00:15:00,True,2025-08-23 00:30:00,True,2025-08-23 00:30:00,44.18023036863783,
u_171,True,2025-02-20 00:02:00,False,,False,,False,,False,,,
u_172,True,2024-10-03 00:02:00,True,2024-10-03 00:05:00,True,2024-10-03 00:15:00,True,2024-10-03 00:30:00,True,2024-10-03 00:30:00,3.7881762228271145,
u_173,True,2025-08-22 00:02:00,True,2025-08-22 00:05:00,True,2025-08-22 00:15:00,True,2025-08-22 00:30:00,True,2025-08-22 00:30:00,8.71260080560903,
u_174,True,2024-03-01 00:02:00,True,2024-03-01 00:05:00,True,2024-03-01 00:15:00,True,2024-03-01 00:30:00,True,2024-03-01 00:30:00,2.4071416653345024,
u_175,True,2024-05-21 00:02:00,True,2024-05-21 00:05:00,True,2024-05-21 00:15:00,False,,False,,,
u_176,False,,False,,False,,False,,False,,,
u_177,False,,False,,False,,False,,False,,,
u_178,False,,False,,False,,False,,False,,,
u_179,True,2025-08-21 00:02:00,False,,False,,False,,False,,,
u_180,True,2025-08-03 00:02:00,True,2025-08-03 00:05:00,False,,False,,False,,,
u_181,True,2025-05-07 00:02:00,False,,False,,False,,False,,,
u_182,True,2024-11-04 00:02:00,True,2024-11-04 00:05:00,True,2024-11-04 00:15:00,True,2024-11-04 00:30:00,True,2024-11-04 00:30:00,43.12672403704793,
u_183,False,,False,,False,,False,,False,,,
u_184,True,2025-07-19 00:02:00,True,2025-07-19 00:05:00,True,2025-07-19 00:15:00,True,2025-07-19 00:30:00,True,2025-07-19 00:30:00,24.410929036777254,
u_185,True,2025-11-15 00:02:00,True,2025-11-15 00:05:00,False,,False,,False,,,control
u_186,True,2025-05-14 00:02:00,True,2025-05-14 00:05:00,True,2025-05-14 00:15:00,True,2025-05-14 00:30:00,True,2025-05-14 00:30:00,17.63639883816026,
u_187,True,2025-10-10 00:02:00,False,,False,,False,,False,,,variant_a
u_188,True,2025-01-21 00:02:00,True,2025-01-21 00:05:00,True,2025-01-21 00:15:00,False,,False,,,
u_189,True,2025-09-15 00:02:00,True,2025-09-15 00:05:00,False,,False,,False,,,
u_190,True,2025-02-19 00:02:00,False,,False,,False,,False,,,
u_191,False,,False,,False,,False,,False,,,
u_192,True,2024-11-21 00:02:00,True,2024-11-21 00:05:00,False,,False,,False,,,
u_193,True,2024-03-27 00:02:00,True,2024-03-27 00:05:00,True,2024-03-27 00:15:00,True,2024-03-27 00:30:00,True,2024-03-27 00:30:00,36.381348141747466,
u_194,True,2025-02-24 00:02:00,True,2025-02-24 00:05:00,False,,False,,False,,,
u_195,True,2025-04-16 00:02:00,True,2025-04-16 00:05:00,True,2025-04-16 00:15:00,True,2025-04-16 00:30:00,True,2025-04-16 00:30:00,35.89558284441121,
u_196,True,2024-09-24 00:02:00,True,2024-09-24 00:05:00,True,2024-09-24 00:15:00,True,2024-09-24 00:30:00,True,2024-09-24 00:30:00,45.55620389605583,
u_197,True,2025-04-26 00:02:00,True,2025-04-26 00:05:00,True,2025-04-26 00:15:00,True,2025-04-26 00:30:00,True,2025-04-26 00:30:00,22.203850435801833,
u_198,True,2024-11-15 00:02:00,False,,False,,False,,False,,,
u_199,True,2025-05-10 00:02:00,True,2025-05-10 00:05:00,False,,False,,False,,,
u_200,True,2024-01-08 00:02:00,True,2024-01-08 00:05:00,False,,False,,False,,,
u_201,True,2025-06-01 00:02:00,False,,False,,False,,False,,,
u_202,True,2024-12-04 00:02:00,True,2024-12-04 00:05:00,True,2024-12-04 00:15:00,True,2024-12-04 00:30:00,True,2024-12-04 00:30:00,44.71164710330486,
u_203,True,2025-11-10 00:02:00,True,2025-11-10 00:05:00,False,,False,,False,,,control
u_204,True,2024-08-18 00:02:00,True,2024-08-18 00:05:00,False,,False,,False,,,
u_205,True,2025-03-12 00:02:00,True,2025-03-12 00:05:00,True,2025-03-12 00:15:00,True,2025-03-12 00:30:00,True,2025-03-12 00:30:00,8.332703998441104,
u_206,True,2025-08-10 00:02:00,True,2025-08-10 00:05:00,False,,False,,False,,,
u_207,True,2024-09-24 00:02:00,True,2024-09-24 00:05:00,False,,False,,False,,,
u_208,True,2025-05-03 00:02:00,True,2025-05-03 00:05:00,False,,False,,False,,,
u_209,True,2025-07-11 00:02:00,True,2025-07-11 00:05:00,False,,False,,False,,,
u_210,True,2024-08-24 00:02:00,True,2024-08-24 00:05:00,False,,False,,False,,,
u_211,True,2025-07-06 00:02:00,True,2025-07-06 00:05:00,False,,False,,False,,,
u_212,True,2025-12-21 00:02:00,True,2025-12-21 00:05:00,True,2025-12-21 00:15:00,True,2025-12-21 00:30:00,True,2025-12-21 00:30:00,35.94107954616536,variant_a
u_213,True,2025-04-24 00:02:00,True,2025-04-24 00:05:00,True,2025-04-24 00:15:00,True,2025-04-24 00:30:00,True,2025-04-24 00:30:00,27.490170192135704,
u_214,True,2024-02-28 00:02:00,True,2024-02-28 00:05:00,True,2024-02-28 00:15:00,True,2024-02-28 00:30:00,True,2024-02-28 00:30:00,24.375317872048658,
u_215,True,2024-09-10 00:02:00,True,2024-09-10 00:05:00,False,,False,,False,,,
u_216,False,,False,,False,,False,,False,,,
u_217,True,2024-07-25 00:02:00,True,2024-07-25 00:05:00,True,2024-07-25 00:15:00,False,,False,,,
u_218,True,2024-07-28 00:02:00,True,2024-07-28 00:05:00,True,2024-07-28 00:15:00,False,,False,,,
u_219,False,,False,,False,,False,,False,,,
u_220,True,2024-01-15 00:02:00,True,2024-01-15 00:05:00,False,,False,,False,,,
u_221,True,2025-03-24 00:02:00,True,2025-03-24 00:05:00,True,2025-03-24 00:15:00,True,2025-03-24 00:30:00,True,2025-03-24 00:30:00,27.836267058155716,
u_222,True,2024-10-18 00:02:00,True,2024-10-18 00:05:00,False,,False,,False,,,
u_223,False,,False,,False,,False,,False,,,
u_224,True,2024-04-13 00:02:00,True,2024-04-13 00:05:00,False,,False,,False,,,
u_225,True,2025-12-23 00:02:00,True,2025-12-23 00:05:00,True,2025-12-23 00:15:00,True,2025-12-23 00:30:00,True,2025-12-23 00:30:00,39.9421835657069,variant_a
u_226,False,,False,,False,,False,,False,,,
u_227,True,2024-08-05 00:02:00,True,2024-08-05 00:05:00,True,2024-08-05 00:15:00,True,2024-08-05 00:30:00,True,2024-08-05 00:30:00,46.88971920803386,
u_228,True,2024-01-19 00:02:00,False,,False,,False,,False,,,
u_229,True,2025-11-25 00:02:00,True,2025-11-25 00:05:00,True,2025-11-25 00:15:00,False,,False,,,control
u_230,True,2024-03-26 00:02:00,True,2024-03-26 00:05:00,True,2024-03-26 00:15:00,True,2024-03-26 00:30:00,True,2024-03-26 00:30:00,40.61572570177838,
u_231,True,2025-04-13 00:02:00,True,2025-04-13 00:05:00,True,2025-04-13 00:15:00,True,2025-04-13 00:30:00,True,2025-04-13 00:30:00,30.55705650942014,
u_232,True,2025-04-29 00:02:00,True,2025-04-29 00:05:00,False,,False,,False,,,
u_233,True,2025-03-25 00:02:00,True,2025-03-25 00:05:00,True,2025-03-25 00:15:00,True,2025-03-25 00:30:00,True,2025-03-25 00:30:00,40.83037716702857,
u_234,True,2025-02-23 00:02:00,True,2025-02-23 00:05:00,True,2025-02-23 00:15:00,True,2025-02-23 00:30:00,True,2025-02-23 00:30:00,7.904729965000751,
u_235,True,2024-06-22 00:02:00,True,2024-06-22 00:05:00,False,,False,,False,,,
u_236,True,2025-06-10 00:02:00,True,2025-06-10 00:05:00,False,,False,,False,,,
u_237,True,2025-12-11 00:02:00,True,2025-12-11 00:05:00,True,2025-12-11 00:15:00,True,2025-12-11 00:30:00,True,2025-12-11 00:30:00,8.80979709864319,variant_a
u_238,True,2024-10-29 00:02:00,True,2024-10-29 00:05:00,False,,False,,False,,,
u_239,True,2025-07-13 00:02:00,True,2025-07-13 00:05:00,False,,False,,False,,,
u_240,True,2025-08-05 00:02:00,True,2025-08-05 00:05:00,True,2025-08-05 00:15:00,True,2025-08-05 00:30:00,True,2025-08-05 00:30:00,12.95960313630297,
u_241,True,2024-08-15 00:02:00,False,,False,,False,,False,,,
u_242,True,2024-07-29 00:02:00,True,2024-07-29 00:05:00,False,,False,,False,,,
u_243,True,2025-01-15 00:02:00,True,2025-01-15 00:05:00,False,,False,,False,,,
u_244,True,2024-03-10 00:02:00,True,2024-03-10 00:05:00,False,,False,,False,,,
u_245,True,2024-05-23 00:02:00,True,2024-05-23 00:05:00,True,2024-05-23 00:15:00,True,2024-05-23 00:30:00,True,2024-05-23 00:30:00,18.199470429826125,
u_246,True,2025-11-01 00:02:00,True,2025-11-01 00:05:00,True,2025-11-01 00:15:00,True,2025-11-01 00:30:00,True,2025-11-01 00:30:00,33.016090912584474,variant_a
u_247,True,2025-01-11 00:02:00,True,2025-01-11 00:05:00,False,,False,,False,,,
