usage_id,user_id,feature_name,first_used_date,total_usage_count,last_used_date,days_since_signup_at_first_use
fu_188,u_132,automation_rules,2024-09-09,75,2025-12-28,13
fu_189,u_132,reporting_dashboard,2024-09-23,19,2025-12-29,27
fu_190,u_136,kanban_boards,2025-08-24,51,2025-12-27,25
fu_191,u_136,reporting_dashboard,2025-08-20,77,2025-12-30,21
fu_192,u_136,integrations_google_drive,2025-08-09,38,2025-12-26,10
fu_193,u_137,kanban_boards,2024-12-31,95,2025-12-27,9
fu_194,u_137,reporting_dashboard,2024-12-24,85,2025-12-25,2
fu_195,u_137,integrations_slack,2025-01-12,19,2025-12-28,21
fu_196,u_137,integrations_google_drive,2025-01-02,50,2025-12-28,11
fu_197,u_138,kanban_boards,2025-03-27,70,2025-12-29,21
fu_198,u_138,integrations_slack,2025-03-23,53,2025-12-30,17
fu_199,u_140,kanban_boards,2025-02-22,50,2025-12-26,6
fu_200,u_140,automation_rules,2025-03-15,40,2025-12-31,27
fu_201,u_140,reporting_dashboard,2025-03-16,77,2025-12-30,28
fu_202,u_140,integrations_slack,2025-03-04,65,2025-12-25,16
fu_203,u_140,integrations_google_drive,2025-03-15,48,2025-12-25,27
fu_204,u_141,kanban_boards,2025-03-07,46,2025-12-25,12
fu_205,u_141,custom_fields,2025-03-18,25,2025-12-31,23
fu_206,u_141,reporting_dashboard,2025-03-12,35,2025-12-25,17
fu_207,u_141,integrations_slack,2025-03-18,71,2025-12-28,23
fu_208,u_141,integrations_google_drive,2025-03-04,75,2025-12-31,9
fu_209,u_142,kanban_boards,2025-11-01,74,2025-12-28,28
fu_210,u_142,reporting_dashboard,2025-10-26,69,2025-12-28,22
fu_211,u_145,kanban_boards,2025-12-31,84,2025-12-28,5
fu_212,u_147,kanban_boards,2024-06-14,7,2025-12-29,6
fu_213,u_147,reporting_dashboard,2024-07-07,24,2025-12-27,29
fu_214,u_147,integrations_slack,2024-07-05,94,2025-12-30,27
fu_215,u_147,integrations_google_drive,2024-06-10,42,2025-12-27,2
fu_216,u_150,kanban_boards,2025-05-04,86,2025-12-30,4
fu_217,u_152,kanban_boards,2024-05-16,16,2025-12-26,15
fu_218,u_152,reporting_dashboard,2024-05-07,53,2025-12-25,6
fu_219,u_152,integrations_google_drive,2024-05-07,39,2025-12-25,6
fu_220,u_153,kanban_boards,2025-05-23,16,2025-12-30,5
fu_221,u_153,integrations_google_drive,2025-06-09,71,2025-12-31,22
fu_222,u_154,integrations_slack,2025-12-05,51,2025-12-26,25
fu_223,u_155,kanban_boards,2025-04-20,15,2025-12-28,12
fu_224,u_155,reporting_dashboard,2025-04-11,78,2025-12-31,3
fu_225,u_155,integrations_google_drive,2025-05-04,70,2025-12-25,26
fu_226,u_156,kanban_boards,2025-10-12,32,2025-12-29,13
fu_227,u_156,custom_fields,2025-10-26,31,2025-12-27,27
fu_228,u_156,reporting_dashboard,2025-10-26,97,2025-12-31,27
fu_229,u_156,integrations_google_drive,2025-10-24,72,2025-12-26,25
fu_230,u_159,kanban_boards,2024-08-10,93,2025-12-26,20
fu_231,u_159,reporting_dashboard,2024-08-10,41,2025-12-26,20
fu_232,u_163,kanban_boards,2024-09-10,86,2025-12-28,19
fu_233,u_163,reporting_dashboard,2024-08-22,45,2025-12-27,0
fu_234,u_174,kanban_boards,2024-03-24,67,2025-12-29,23
fu_235,u_174,reporting_dashboard,2024-03-05,15,2025-12-30,4
fu_236,u_174,integrations_slack,2024-03-01,76,2025-12-27,0
fu_237,u_179,kanban_boards,2025-08-28,15,2025-12-31,7
fu_238,u_179,custom_fields,2025-09-10,51,2025-12-26,20
fu_239,u_179,reporting_dashboard,2025-09-12,26,2025-12-29,22
fu_240,u_179,integrations_slack,2025-09-07,81,2025-12-25,17
fu_241,u_179,integrations_google_drive,2025-09-01,48,2025-12-31,11
fu_242,u_180,kanban_boards,2025-08-31,49,2025-12-31,28
fu_243,u_180,custom_fields,2025-08-27,45,2025-12-29,24
fu_244,u_180,reporting_dashboard,2025-08-29,12,2025-12-31,26
fu_245,u_180,integrations_slack,2025-09-01,63,2025-12-31,29
fu_246,u_180,integrations_google_drive,2025-08-08,86,2025-12-31,5
fu_247,u_181,kanban_boards,2025-05-19,93,2025-12-28,12
fu_248,u_181,reporting_dashboard,2025-05-15,7,2025-12-30,8
fu_249,u_181,integrations_slack,2025-05-13,66,2025-12-27,6
fu_250,u_181,integrations_google_drive,2025-05-17,18,2025-12-25,10
fu_251,u_184,kanban_boards,2025-08-17,37,2025-12-28,29
fu_252,u_184,reporting_dashboard,2025-08-10,98,2025-12-31,22
fu_253,u_186,kanban_boards,2025-05-18,51,2025-12-28,4
fu_254,u_187,kanban_boards,2025-10-25,12,2025-12-25,15
fu_255,u_187,custom_fields,2025-10-18,17,2025-12-25,8
fu_256,u_191,kanban_boards,2025-05-08,16,2025-12-29,21
fu_257,u_191,time_tracking,2025-04-21,476,2025-12-25,4
fu_258,u_191,automation_rules,2025-05-03,43,2025-12-25,16
fu_259,u_191,custom_fields,2025-04-22,82,2025-12-27,5
fu_260,u_191,reporting_dashboard,2025-05-06,38,2025-12-26,19
fu_261,u_191,integrations_slack,2025-04-24,17,2025-12-29,7
fu_262,u_191,integrations_google_drive,2025-05-09,95,2025-12-27,22
fu_263,u_196,time_tracking,2024-10-19,211,2025-12-27,25
fu_264,u_196,integrations_slack,2024-10-16,26,2025-12-25,22
fu_265,u_196,integrations_google_drive,2024-10-16,31,2025-12-29,22
fu_266,u_197,kanban_boards,2025-05-15,30,2025-12-31,19
fu_267,u_197,reporting_dashboard,2025-05-06,72,2025-12-28,10
fu_268,u_198,kanban_boards,2024-12-01,57,2025-12-28,16
fu_269,u_198,reporting_dashboard,2024-12-14,68,2025-12-30,29
fu_270,u_198,integrations_google_drive,2024-12-10,76,2025-12-25,25
fu_271,u_200,kanban_boards,2024-01-09,63,2025-12-27,1
fu_272,u_200,time_tracking,2024-01-16,389,2025-12-25,8
fu_273,u_203,kanban_boards,2025-11-10,79,2025-12-30,0
fu_274,u_203,reporting_dashboard,2025-11-30,8,2025-12-25,20
fu_275,u_203,integrations_google_drive,2025-11-13,20,2025-12-29,3
fu_276,u_205,time_tracking,2025-04-02,361,2025-12-26,21
fu_277,u_206,kanban_boards,2025-08-22,6,2025-12-29,12
fu_278,u_206,time_tracking,2025-08-17,53,2025-12-29,7
fu_279,u_206,reporting_dashboard,2025-08-23,57,2025-12-31,13
fu_280,u_206,integrations_slack,2025-08-29,14,2025-12-31,19
fu_281,u_206,integrations_google_drive,2025-08-27,42,2025-12-29,17
fu_282,u_209,kanban_boards,2025-07-18,18,2025-12-25,7
fu_283,u_209,custom_fields,2025-08-05,64,2025-12-26,25
fu_284,u_209,reporting_dashboard,2025-08-03,64,2025-12-29,23
fu_285,u_209,integrations_slack,2025-07-28,33,2025-12-25,17
fu_286,u_209,integrations_google_drive,2025-07-24,13,2025-12-27,13
fu_287,u_210,kanban_boards,2024-09-21,24,2025-12-29,28
fu_288,u_210,reporting_dashboard,2024-09-17,24,2025-12-27,24
fu_289,u_210,integrations_google_drive,2024-09-14,10,2025-12-27,21
fu_290,u_211,kanban_boards,2025-07-20,28,2025-12-29,14
fu_291,u_211,integrations_google_drive,2025-07-16,19,2025-12-29,10
fu_292,u_212,kanban_boards,2025-12-24,69,2025-12-31,3
fu_293,u_219,kanban_boards,2024-04-03,74,2025-12-27,17
fu_294,u_221,kanban_boards,2025-03-25,47,2025-12-25,1
fu_295,u_221,custom_fields,2025-04-16,78,2025-12-25,23
fu_296,u_221,reporting_dashboard,2025-04-17,56,2025-12-26,24
fu_297,u_221,integrations_google_drive,2025-04-18,46,2025-12-27,25
fu_298,u_223,kanban_boards,2024-04-06,30,2025-12-25,20
fu_299,u_223,reporting_dashboard,2024-03-26,24,2025-12-28,9
fu_300,u_223,integrations_slack,2024-03-17,80,2025-12-26,0
fu_301,u_223,integrations_google_drive,2024-04-09,94,2025-12-29,23
fu_302,u_225,integrations_google_drive,2025-12-26,79,2025-12-26,3
fu_303,u_227,kanban_boards,2024-08-14,45,2025-12-28,9
fu_304,u_227,reporting_dashboard,2024-09-03,15,2025-12-30,29
fu_305,u_229,kanban_boards,2025-12-05,87,2025-12-28,10
fu_306,u_232,kanban_boards,2025-05-16,13,2025-12-27,17
fu_307,u_232,reporting_dashboard,2025-04-29,73,2025-12-29,0
fu_308,u_233,kanban_boards,2025-03-30,55,2025-12-25,5
fu_309,u_233,reporting_dashboard,2025-03-27,29,2025-12-30,2
fu_310,u_233,integrations_slack,2025-04-23,46,2025-12-25,29
fu_311,u_233,integrations_google_drive,2025-04-13,45,2025-12-28,19
fu_312,u_235,kanban_boards,2024-06-26,31,2025-12-26,4
fu_313,u_235,time_tracking,2024-07-03,394,2025-12-30,11
fu_314,u_235,automation_rules,2024-07-20,36,2025-12-26,28
fu_315,u_235,reporting_dashboard,2024-07-07,32,2025-12-27,15
fu_316,u_235,integrations_slack,2024-07-15,84,2025-12-29,23
fu_317,u_235,integrations_google_drive,2024-06-28,80,2025-12-28,6
fu_318,u_237,custom_fields,2025-12-27,62,2025-12-28,16
fu_319,u_238,kanban_boards,2024-11-01,91,2025-12-26,3
fu_320,u_238,reporting_dashboard,2024-11-19,81,2025-12-25,21
fu_321,u_239,kanban_boards,2025-07-19,62,2025-12-31,6
fu_322,u_239,reporting_dashboard,2025-07-16,50,2025-12-30,3
fu_323,u_239,integrations_slack,2025-07-17,79,2025-12-27,4
fu_324,u_239,integrations_google_drive,2025-07-22,30,2025-12-28,9
fu_325,u_240,kanban_boards,2025-08-29,12,2025-12-28,24
fu_326,u_240,custom_fields,2025-08-16,12,2025-12-25,11
fu_327,u_240,reporting_dashboard,2025-08-05,41,2025-12-28,0
fu_328,u_240,integrations_slack,2025-08-05,39,2025-12-31,0
fu_329,u_240,integrations_google_drive,2025-08-12,66,2025-12-28,7
fu_330,u_243,kanban_boards,2025-02-02,71,2025-12-30,18
fu_331,u_243,custom_fields,2025-01-15,61,2025-12-25,0
fu_332,u_243,reporting_dashboard,2025-01-26,66,2025-12-30,11
fu_333,u_243,integrations_google_drive,2025-01-20,34,2025-12-28,5
fu_334,u_244,kanban_boards,2024-04-06,23,2025-12-30,27
fu_335,u_244,time_tracking,2024-03-22,367,2025-12-28,12
fu_336,u_244,reporting_dashboard,2024-03-26,60,2025-12-26,16
fu_337,u_244,integrations_slack,2024-04-02,59,2025-12-28,23
fu_338,u_244,integrations_google_drive,2024-03-12,91,2025-12-25,2
fu_339,u_246,kanban_boards,2025-11-12,81,2025-12-29,11
fu_340,u_246,reporting_dashboard,2025-11-20,88,2025-12-28,19
fu_341,u_246,integrations_slack,2025-11-26,77,2025-12-28,25
fu_342,u_246,integrations_google_drive,2025-11-21,12,2025-12-29,20
fu_343,u_250,kanban_boards,2024-09-21,57,2025-12-31,20
fu_344,u_250,custom_fields,2024-09-21,72,2025-12-30,20
fu_345,u_250,reporting_dashboard,2024-09-22,57,2025-12-29,21
fu_346,u_250,integrations_slack,2024-09-03,49,2025-12-27,2
fu_347,u_250,integrations_google_drive,2024-09-29,92,2025-12-31,28
fu_348,u_252,kanban_boards,2024-06-27,84,2025-12-27,4
fu_349,u_252,time_tracking,2024-07-09,222,2025-12-25,16
fu_350,u_252,integrations_google_drive,2024-07-10,39,2025-12-27,17
fu_351,u_253,kanban_boards,2025-01-28,42,2025-12-26,12
fu_352,u_253,reporting_dashboard,2025-01-18,88,2025-12-28,2
fu_353,u_254,kanban_boards,2025-09-17,12,2025-12-31,3
fu_354,u_254,reporting_dashboard,2025-10-11,75,2025-12-29,27
fu_355,u_254,integrations_slack,2025-10-03,25,2025-12-27,19
fu_356,u_254,integrations_google_drive,2025-10-11,69,2025-12-26,27
fu_357,u_255,kanban_boards,2025-12-05,77,2025-12-25,29
fu_358,u_255,time_tracking,2025-11-21,349,2025-12-30,15
fu_359,u_255,custom_fields,2025-11-25,89,2025-12-26,19
fu_360,u_255,reporting_dashboard,2025-12-01,81,2025-12-25,25
fu_361,u_255,integrations_slack,2025-11-18,60,2025-12-25,12
fu_362,u_255,integrations_google_drive,2025-11-29,57,2025-12-27,23
fu_363,u_259,kanban_boards,2025-10-23,21,2025-12-30,23
fu_364,u_260,kanban_boards,2024-11-01,45,2025-12-28,10
fu_365,u_260,reporting_dashboard,2024-11-02,81,2025-12-31,11
fu_366,u_260,integrations_slack,2024-11-12,53,2025-12-30,21
fu_367,u_260,integrations_google_drive,2024-10-28,17,2025-12-28,6
fu_368,u_265,kanban_boards,2025-07-09,84,2025-12-30,23
fu_369,u_265,reporting_dashboard,2025-06-24,32,2025-12-28,8
fu_370,u_265,integrations_google_drive,2025-06-25,42,2025-12-28,9
fu_371,u_267,kanban_boards,2025-04-23,88,2025-12-25,15
fu_372,u_267,reporting_dashboard,2025-04-11,24,2025-12-25,3
fu_373,u_267,integrations_slack,2025-04-11,25,2025-12-26,3
fu_374,u_267,integrations_google_drive,2025-04-26,91,2025-12-31,18
fu_375,u_272,kanban_boards,2025-07-02,33,2025-12-25,18
fu_376,u_272,reporting_dashboard,2025-07-11,88,2025-12-25,27
fu_377,u_272,integrations_google_drive,2025-06-30,30,2025-12-28,16
fu_378,u_273,kanban_boards,2024-10-19,32,2025-12-31,13
fu_379,u_273,automation_rules,2024-10-23,67,2025-12-31,17
fu_380,u_273,custom_fields,2024-10-31,44,2025-12-28,25
fu_381,u_273,integrations_slack,2024-10-19,58,2025-12-27,13
fu_382,u_274,kanban_boards,2025-05-29,85,2025-12-31,18
fu_383,u_274,custom_fields,2025-05-19,85,2025-12-26,8
fu_384,u_274,reporting_dashboard,2025-06-05,43,2025-12-26,25
fu_385,u_274,integrations_google_drive,2025-05-27,31,2025-12-29,16
fu_386,u_276,kanban_boards,2025-07-10,6,2025-12-25,7
fu_387,u_276,reporting_dashboard,2025-07-09,74,2025-12-25,6
fu_388,u_276,integrations_slack,2025-07-07,65,2025-12-26,4
fu_389,u_276,integrations_google_drive,2025-07-09,49,2025-12-27,6
fu_390,u_277,kanban_boards,2025-04-29,90,2025-12-28,7
fu_391,u_277,time_tracking,2025-05-09,256,2025-12-30,17
fu_392,u_277,custom_fields,2025-05-20,9,2025-12-26,28
fu_393,u_279,kanban_boards,2025-11-23,40,2025-12-26,23
fu_394,u_279,custom_fields,2025-11-28,9,2025-12-27,28
fu_395,u_279,reporting_dashboard,2025-11-25,62,2025-12-28,25
fu_396,u_279,integrations_google_drive,2025-11-05,35,2025-12-31,5
fu_397,u_283,kanban_boards,2024-03-02,62,2025-12-29,1
fu_398,u_283,reporting_dashboard,2024-03-05,92,2025-12-29,4
fu_399,u_283,integrations_slack,2024-03-30,92,2025-12-31,29
fu_400,u_283,integrations_google_drive,2024-03-15,28,2025-12-27,14
