user_id,step_1_completed,step_1_timestamp,step_2_completed,step_2_timestamp,step_3_completed,step_3_timestamp,step_4_completed,step_4_timestamp,onboarding_completed,onboarding_completion_date,time_to_complete_hours,ab_test_variant
U000017,True,2025-01-11 00:22:00,True,2025-01-11 01:09:00,True,2025-01-11 19:09:00,True,2025-01-11 19:22:00,True,2025-01-11 19:22:00,19.366666666666667,
U000018,False,,False,,False,,False,,False,,,
U000019,True,2025-07-17 00:05:00,True,2025-07-17 00:19:00,False,,False,,False,,,
U000020,True,2025-10-03 00:10:00,True,2025-10-03 00:34:00,True,2025-10-03 22:34:00,True,2025-10-03 22:42:00,True,2025-10-03 22:42:00,22.7,control
U000021,True,2025-11-02 00:17:00,False,,False,,False,,False,,,variant_a
U000022,False,,False,,False,,False,,False,,,
U000023,True,2025-02-06 00:25:00,True,2025-02-06 01:00:00,True,2025-02-06 23:00:00,True,2025-02-06 23:28:00,True,2025-02-06 23:28:00,23.466666666666665,
U000024,True,2025-10-02 00:11:00,True,2025-10-02 00:49:00,False,,False,,False,,,control
U000025,True,2025-09-15 00:18:00,True,2025-09-15 01:17:00,False,,False,,False,,,
U000026,False,,False,,False,,False,,False,,,
U000027,True,2025-09-16 00:05:00,True,2025-09-16 00:26:00,False,,False,,False,,,
U000028,False,,False,,False,,False,,False,,,
U000029,False,,False,,False,,False,,False,,,
U000030,True,2025-07-16 00:08:00,True,2025-07-16 00:40:00,False,,False,,False,,,
U000031,True,2025-10-20 00:29:00,False,,False,,False,,False,,,variant_a
U000032,True,2024-02-06 00:17:00,True,2024-02-06 00:34:00,False,,False,,False,,,
U000033,True,2024-06-09 00:12:00,True,2024-06-09 01:04:00,False,,False,,False,,,
U000034,True,2024-10-14 00:25:00,True,2024-10-14 01:20:00,True,2024-10-14 07:20:00,True,2024-10-14 07:47:00,True,2024-10-14 07:47:00,7.783333333333333,
U000035,True,2024-09-02 00:08:00,True,2024-09-02 00:35:00,True,2024-09-03 18:35:00,True,2024-09-03 18:48:00,True,2024-09-03 18:48:00,42.8,
U000036,True,2024-02-05 00:15:00,True,2024-02-05 00:46:00,False,,False,,False,,,
U000037,True,2024-12-19 00:08:00,True,2024-12-19 00:18:00,True,2024-12-20 09:18:00,True,2024-12-20 09:27:00,True,2024-12-20 09:27:00,33.45,
U000038,True,2025-11-22 00:13:00,True,2025-11-22 00:40:00,False,,False,,False,,,variant_a
U000039,True,2024-01-05 00:22:00,True,2024-01-05 00:55:00,True,2024-01-05 18:55:00,False,,False,,,
U000040,False,,False,,False,,False,,False,,,control
U000041,True,2025-10-02 00:19:00,True,2025-10-02 00:30:00,True,2025-10-03 06:30:00,True,2025-10-03 06:44:00,True,2025-10-03 06:44:00,30.733333333333334,control
U000042,True,2024-09-28 00:16:00,True,2024-09-28 00:42:00,False,,False,,False,,,
U000043,True,2024-03-26 00:25:00,False,,False,,False,,False,,,
U000044,True,2024-08-05 00:07:00,True,2024-08-05 00:55:00,False,,False,,False,,,
U000045,True,2024-04-09 00:20:00,True,2024-04-09 00:33:00,True,2024-04-09 08:33:00,True,2024-04-09 08:38:00,True,2024-04-09 08:38:00,8.633333333333333,
U000046,True,2025-05-11 00:10:00,False,,False,,False,,False,,,
U000047,True,2025-11-21 00:26:00,True,2025-11-21 01:18:00,False,,False,,False,,,variant_a
U000048,True,2025-08-29 00:13:00,True,2025-08-29 00:32:00,True,2025-08-29 13:32:00,True,2025-08-29 13:52:00,True,2025-08-29 13:52:00,13.866666666666667,
U000049,True,2025-02-21 00:26:00,True,2025-02-21 01:22:00,True,2025-02-21 05:22:00,True,2025-02-21 05:32:00,True,2025-02-21 05:32:00,5.533333333333333,
U000050,True,2024-10-03 00:05:00,True,2024-10-03 00:23:00,True,2024-10-03 12:23:00,True,2024-10-03 12:46:00,True,2024-10-03 12:46:00,12.766666666666667,
U000051,True,2024-04-05 00:20:00,False,,False,,False,,False,,,
U000052,True,2024-03-02 00:19:00,True,2024-03-02 00:43:00,True,2024-03-03 14:43:00,True,2024-03-03 15:06:00,True,2024-03-03 15:06:00,39.1,
U000053,True,2024-03-16 00:29:00,True,2024-03-16 00:43:00,False,,False,,False,,,
U000054,False,,False,,False,,False,,False,,,
U000055,True,2025-02-01 00:29:00,True,2025-02-01 00:49:00,True,2025-02-02 16:49:00,True,2025-02-02 17:12:00,True,2025-02-02 17:12:00,41.2,
U000056,True,2025-05-06 00:11:00,True,2025-05-06 00:30:00,True,2025-05-06 05:30:00,True,2025-05-06 05:49:00,True,2025-05-06 05:49:00,5.816666666666666,
U000057,True,2025-05-31 00:14:00,False,,False,,False,,False,,,
U000058,True,2024-10-27 00:19:00,True,2024-10-27 00:56:00,True,2024-10-28 06:56:00,True,2024-10-28 07:19:00,True,2024-10-28 07:19:00,31.316666666666666,
U000059,True,2024-02-08 00:12:00,True,2024-02-08 00:28:00,False,,False,,False,,,
U000060,True,2024-01-01 00:05:00,False,,False,,False,,False,,,
U000061,True,2024-05-13 00:17:00,True,2024-05-13 01:14:00,True,2024-05-14 07:14:00,True,2024-05-14 07:33:00,True,2024-05-14 07:33:00,31.55,
U000062,True,2024-08-16 00:19:00,True,2024-08-16 00:56:00,False,,False,,False,,,
U000063,True,2025-10-17 00:07:00,True,2025-10-17 00:25:00,True,2025-10-18 02:25:00,True,2025-10-18 02:45:00,True,2025-10-18 02:45:00,26.75,variant_a
U000064,False,,False,,False,,False,,False,,,
U000065,True,2024-07-19 00:07:00,False,,False,,False,,False,,,
U000066,True,2024-09-12 00:09:00,True,2024-09-12 00:49:00,False,,False,,False,,,
U000067,True,2025-01-08 00:13:00,True,2025-01-08 00:59:00,True,2025-01-09 06:59:00,True,2025-01-09 07:15:00,True,2025-01-09 07:15:00,31.25,
U000068,True,2025-11-19 00:19:00,True,2025-11-19 00:30:00,True,2025-11-19 11:30:00,True,2025-11-19 11:59:00,True,2025-11-19 11:59:00,11.983333333333333,variant_a
U000069,True,2025-12-09 00:06:00,True,2025-12-09 00:54:00,True,2025-12-09 15:54:00,True,2025-12-09 16:19:00,True,2025-12-09 16:19:00,16.316666666666666,variant_a
U000070,True,2024-03-25 00:29:00,True,2024-03-25 01:02:00,True,2024-03-25 16:02:00,False,,False,,,
U000071,True,2024-12-13 00:07:00,False,,False,,False,,False,,,
U000072,True,2024-02-23 00:23:00,True,2024-02-23 00:41:00,False,,False,,False,,,
U000073,True,2024-04-12 00:27:00,False,,False,,False,,False,,,
U000074,True,2024-11-03 00:14:00,True,2024-11-03 00:34:00,True,2024-11-04 04:34:00,True,2024-11-04 04:51:00,True,2024-11-04 04:51:00,28.85,
U000075,True,2024-07-02 00:26:00,True,2024-07-02 01:08:00,True,2024-07-02 06:08:00,True,2024-07-02 06:13:00,True,2024-07-02 06:13:00,6.216666666666667,
U000076,True,2024-02-12 00:16:00,True,2024-02-12 00:40:00,False,,False,,False,,,
U000077,True,2025-11-26 00:23:00,True,2025-11-26 01:10:00,True,2025-11-27 21:10:00,True,2025-11-27 21:16:00,True,2025-11-27 21:16:00,45.266666666666666,control
U000078,True,2024-01-05 00:22:00,True,2024-01-05 01:05:00,True,2024-01-05 15:05:00,True,2024-01-05 15:18:00,True,2024-01-05 15:18:00,15.3,
U000079,True,2024-03-18 00:07:00,False,,False,,False,,False,,,
U000080,True,2024-12-02 00:21:00,True,2024-12-02 00:58:00,True,2024-12-02 14:58:00,False,,False,,,
U000081,True,2024-01-28 00:25:00,True,2024-01-28 01:10:00,False,,False,,False,,,
U000082,True,2025-05-22 00:14:00,True,2025-05-22 01:05:00,False,,False,,False,,,
U000083,True,2024-09-29 00:13:00,True,2024-09-29 00:48:00,True,2024-09-30 09:48:00,True,2024-09-30 10:11:00,True,2024-09-30 10:11:00,34.18333333333333,
U000084,True,2024-08-20 00:06:00,False,,False,,False,,False,,,
U000085,True,2025-06-01 00:14:00,False,,False,,False,,False,,,
U000086,True,2025-10-23 00:17:00,True,2025-10-23 00:34:00,True,2025-10-23 19:34:00,False,,False,,,control
U000087,True,2024-08-30 00:26:00,True,2024-08-30 01:24:00,True,2024-08-30 04:24:00,True,2024-08-30 04:37:00,True,2024-08-30 04:37:00,4.616666666666666,
U000088,True,2025-08-28 00:20:00,True,2025-08-28 01:19:00,True,2025-08-28 18:19:00,False,,False,,,
U000089,True,2025-10-06 00:07:00,True,2025-10-06 00:26:00,True,2025-10-07 22:26:00,True,2025-10-07 22:34:00,True,2025-10-07 22:34:00,46.56666666666667,variant_a
U000090,True,2025-10-15 00:26:00,True,2025-10-15 01:14:00,True,2025-10-16 00:14:00,True,2025-10-16 00:28:00,True,2025-10-16 00:28:00,24.466666666666665,variant_a
U000091,True,2024-01-10 00:16:00,False,,False,,False,,False,,,
U000092,True,2025-07-03 00:29:00,False,,False,,False,,False,,,
U000093,True,2024-05-16 00:26:00,True,2024-05-16 01:08:00,True,2024-05-16 16:08:00,True,2024-05-16 16:28:00,True,2024-05-16 16:28:00,16.466666666666665,
U000094,True,2024-08-16 00:16:00,True,2024-08-16 01:11:00,True,2024-08-17 02:11:00,True,2024-08-17 02:17:00,True,2024-08-17 02:17:00,26.283333333333335,
U000095,True,2025-08-23 00:07:00,True,2025-08-23 00:57:00,True,2025-08-24 17:57:00,True,2025-08-24 18:21:00,True,2025-08-24 18:21:00,42.35,
U000096,True,2025-10-26 00:23:00,True,2025-10-26 00:53:00,True,2025-10-26 13:53:00,True,2025-10-26 14:06:00,True,2025-10-26 14:06:00,14.1,control
U000097,True,2025-01-25 00:21:00,True,2025-01-25 00:46:00,True,2025-01-25 21:46:00,False,,False,,,
U000098,True,2025-02-23 00:16:00,True,2025-02-23 00:59:00,True,2025-02-23 06:59:00,True,2025-02-23 07:17:00,True,2025-02-23 07:17:00,7.283333333333333,
U000099,False,,False,,False,,False,,False,,,
U000100,True,2025-10-09 00:16:00,True,2025-10-09 01:05:00,True,2025-10-10 10:05:00,True,2025-10-10 10:18:00,True,2025-10-10 10:18:00,34.3,variant_a
U000101,True,2024-10-09 00:11:00,True,2024-10-09 00:38:00,False,,False,,False,,,
U000102,False,,False,,False,,False,,False,,,
U000103,True,2024-05-12 00:07:00,True,2024-05-12 00:24:00,True,2024-05-13 19:24:00,True,2024-05-13 19:33:00,True,2024-05-13 19:33:00,43.55,
U000104,False,,False,,False,,False,,False,,,variant_a
U000105,False,,False,,False,,False,,False,,,
U000106,False,,False,,False,,False,,False,,,
U000107,True,2024-06-27 00:11:00,True,2024-06-27 00:41:00,False,,False,,False,,,
U000108,True,2024-06-04 00:17:00,True,2024-06-04 01:02:00,False,,False,,False,,,
U000109,True,2024-12-25 00:13:00,True,2024-12-25 00:27:00,False,,False,,False,,,
U000110,True,2024-10-31 00:28:00,False,,False,,False,,False,,,
U000111,True,2024-04-22 00:23:00,True,2024-04-22 00:58:00,True,2024-04-23 23:58:00,False,,False,,,
U000112,True,2025-04-02 00:23:00,True,2025-04-02 00:55:00,True,2025-04-03 15:55:00,True,2025-04-03 16:16:00,True,2025-04-03 16:16:00,40.266666666666666,
U000113,True,2024-11-08 00:13:00,False,,False,,False,,False,,,
U000114,True,2025-08-31 00:27:00,True,2025-08-31 00:45:00,False,,False,,False,,,
U000115,True,2025-05-14 00:11:00,True,2025-05-14 00:59:00,False,,False,,False,,,
U000116,True,2025-09-15 00:13:00,True,2025-09-15 00:47:00,True,2025-09-16 20:47:00,True,2025-09-16 20:58:00,True,2025-09-16 20:58:00,44.96666666666667,
U000117,True,2025-01-20 00:20:00,False,,False,,False,,False,,,
U000118,True,2025-05-14 00:09:00,True,2025-05-14 01:06:00,True,2025-05-14 17:06:00,True,2025-05-14 17:17:00,True,2025-05-14 17:17:00,17.283333333333335,
U000119,True,2024-04-24 00:23:00,True,2024-04-24 01:17:00,True,2024-04-24 04:17:00,True,2024-04-24 04:44:00,True,2024-04-24 04:44:00,4.733333333333333,
U000120,True,2025-10-27 00:26:00,True,2025-10-27 00:51:00,False,,False,,False,,,variant_a
U000121,True,2024-02-10 00:24:00,True,2024-02-10 01:16:00,True,2024-02-10 02:16:00,False,,False,,,
U000122,False,,False,,False,,False,,False,,,
U000123,True,2025-04-20 00:10:00,True,2025-04-20 00:45:00,True,2025-04-20 11:45:00,True,2025-04-20 11:56:00,True,2025-04-20 11:56:00,11.933333333333334,
U000124,True,2024-01-29 00:20:00,False,,False,,False,,False,,,
U000125,True,2024-02-24 00:15:00,False,,False,,False,,False,,,
U000126,True,2024-08-31 00:24:00,True,2024-08-31 01:10:00,True,2024-09-01 11:10:00,False,,False,,,
U000127,True,2024-10-22 00:08:00,True,2024-10-22 00:37:00,False,,False,,False,,,
U000128,True,2025-03-10 00:12:00,True,2025-03-10 00:53:00,True,2025-03-11 15:53:00,False,,False,,,
U000129,True,2025-07-22 00:10:00,True,2025-07-22 00:47:00,False,,False,,False,,,
U000130,True,2025-01-08 00:23:00,True,2025-01-08 00:56:00,True,2025-01-08 13:56:00,True,2025-01-08 14:20:00,True,2025-01-08 14:20:00,14.333333333333334,
U000131,False,,False,,False,,False,,False,,,
U000132,True,2025-11-18 00:24:00,True,2025-11-18 01:06:00,False,,False,,False,,,variant_a
U000133,True,2025-05-04 00:06:00,True,2025-05-04 00:39:00,True,2025-05-05 04:39:00,False,,False,,,
U000134,True,2024-07-01 00:12:00,True,2024-07-01 01:02:00,True,2024-07-02 23:02:00,True,2024-07-02 23:31:00,True,2024-07-02 23:31:00,47.516666666666666,
U000135,False,,False,,False,,False,,False,,,
U000136,True,2024-05-20 00:25:00,True,2024-05-20 00:55:00,False,,False,,False,,,
U000137,True,2025-11-27 00:13:00,True,2025-11-27 00:53:00,True,2025-11-27 16:53:00,True,2025-11-27 17:14:00,True,2025-11-27 17:14:00,17.233333333333334,variant_a
U000138,True,2025-11-19 00:16:00,True,2025-11-19 00:57:00,True,2025-11-20 08:57:00,True,2025-11-20 09:07:00,True,2025-11-20 09:07:00,33.11666666666667,control
U000139,True,2025-08-07 00:20:00,True,2025-08-07 00:31:00,False,,False,,False,,,
U000140,True,2025-12-10 00:28:00,True,2025-12-10 00:57:00,True,2025-12-11 08:57:00,True,2025-12-11 09:17:00,True,2025-12-11 09:17:00,33.28333333333333,variant_a
U000141,True,2025-08-06 00:09:00,True,2025-08-06 00:27:00,False,,False,,False,,,
U000142,True,2025-05-20 00:20:00,True,2025-05-20 01:16:00,True,2025-05-20 17:16:00,True,2025-05-20 17:27:00,True,2025-05-20 17:27:00,17.45,
U000143,True,2025-07-26 00:21:00,True,2025-07-26 00:56:00,True,2025-07-27 17:56:00,True,2025-07-27 18:24:00,True,2025-07-27 18:24:00,42.4,
U000144,True,2024-03-29 00:18:00,True,2024-03-29 01:04:00,True,2024-03-30 20:04:00,True,2024-03-30 20:09:00,True,2024-03-30 20:09:00,44.15,
U000145,True,2024-11-27 00:15:00,False,,False,,False,,False,,,
U000146,False,,False,,False,,False,,False,,,
U000147,False,,False,,False,,False,,False,,,
U000148,True,2024-09-18 00:28:00,True,2024-09-18 00:49:00,False,,False,,False,,,
U000149,True,2024-12-10 00:10:00,True,2024-12-10 01:00:00,False,,False,,False,,,
U000150,True,2024-01-31 00:14:00,True,2024-01-31 00:39:00,True,2024-01-31 18:39:00,True,2024-01-31 19:01:00,True,2024-01-31 19:01:00,19.016666666666666,
U000151,True,2025-06-07 00:20:00,True,2025-06-07 01:08:00,False,,False,,False,,,
U000152,True,2025-03-23 00:09:00,True,2025-03-23 01:01:00,False,,False,,False,,,
U000153,True,2025-07-25 00:08:00,True,2025-07-25 00:56:00,True,2025-07-25 04:56:00,True,2025-07-25 05:13:00,True,2025-07-25 05:13:00,5.216666666666667,
U000154,True,2025-06-07 00:19:00,True,2025-06-07 01:07:00,True,2025-06-07 07:07:00,True,2025-06-07 07:31:00,True,2025-06-07 07:31:00,7.516666666666667,
U000155,True,2025-12-16 00:27:00,True,2025-12-16 01:12:00,True,2025-12-16 04:12:00,True,2025-12-16 04:40:00,True,2025-12-16 04:40:00,4.666666666666667,control
U000156,False,,False,,False,,False,,False,,,
U000157,True,2024-06-05 00:14:00,True,2024-06-05 00:32:00,True,2024-06-05 18:32:00,True,2024-06-05 18:42:00,True,2024-06-05 18:42:00,18.7,
U000158,True,2025-03-15 00:11:00,True,2025-03-15 00:29:00,True,2025-03-15 07:29:00,False,,False,,,
U000159,True,2024-09-13 00:17:00,True,2024-09-13 00:59:00,True,2024-09-13 20:59:00,True,2024-09-13 21:11:00,True,2024-09-13 21:11:00,21.183333333333334,
U000160,True,2024-07-26 00:17:00,True,2024-07-26 01:03:00,True,2024-07-27 19:03:00,False,,False,,,
U000161,True,2024-12-14 00:15:00,True,2024-12-14 01:01:00,True,2024-12-14 23:01:00,True,2024-12-14 23:23:00,True,2024-12-14 23:23:00,23.383333333333333,
U000162,True,2025-06-04 00:09:00,False,,False,,False,,False,,,
U000163,True,2024-03-04 00:14:00,True,2024-03-04 00:51:00,True,2024-03-04 13:51:00,True,2024-03-04 14:04:00,True,2024-03-04 14:04:00,14.066666666666666,
U000164,True,2024-10-27 00:18:00,True,2024-10-27 00:36:00,True,2024-10-28 09:36:00,False,,False,,,
U000165,True,2024-02-15 00:28:00,True,2024-02-15 00:42:00,False,,False,,False,,,
U000166,False,,False,,False,,False,,False,,,
U000167,True,2024-05-22 00:29:00,False,,False,,False,,False,,,
U000168,True,2024-12-24 00:14:00,True,2024-12-24 00:54:00,False,,False,,False,,,
U000169,True,2025-01-17 00:14:00,False,,False,,False,,False,,,
U000170,True,2025-11-30 00:09:00,True,2025-11-30 00:55:00,True,2025-12-01 06:55:00,True,2025-12-01 07:20:00,True,2025-12-01 07:20:00,31.333333333333332,variant_a
U000171,False,,False,,False,,False,,False,,,
U000172,True,2025-10-23 00:16:00,False,,False,,False,,False,,,variant_a
U000173,True,2024-11-27 00:23:00,True,2024-11-27 01:00:00,False,,False,,False,,,
U000174,True,2024-05-31 00:06:00,True,2024-05-31 00:51:00,True,2024-06-01 21:51:00,True,2024-06-01 22:09:00,True,2024-06-01 22:09:00,46.15,
U000175,True,2024-10-21 00:16:00,True,2024-10-21 00:58:00,False,,False,,False,,,
U000176,True,2025-06-03 00:22:00,True,2025-06-03 01:04:00,False,,False,,False,,,
U000177,True,2025-07-06 00:24:00,False,,False,,False,,False,,,
U000178,True,2024-01-28 00:11:00,True,2024-01-28 00:40:00,False,,False,,False,,,
U000179,True,2024-01-10 00:14:00,True,2024-01-10 00:26:00,True,2024-01-11 00:26:00,True,2024-01-11 00:37:00,True,2024-01-11 00:37:00,24.616666666666667,
U000180,True,2025-07-29 00:11:00,True,2025-07-29 00:56:00,False,,False,,False,,,
U000181,True,2024-06-04 00:12:00,True,2024-06-04 00:56:00,True,2024-06-05 20:56:00,True,2024-06-05 21:05:00,True,2024-06-05 21:05:00,45.083333333333336,
U000182,True,2024-01-20 00:06:00,True,2024-01-20 00:56:00,True,2024-01-20 19:56:00,True,2024-01-20 20:13:00,True,2024-01-20 20:13:00,20.216666666666665,
U000183,True,2024-07-24 00:07:00,True,2024-07-24 00:30:00,False,,False,,False,,,
U000184,True,2024-07-03 00:21:00,True,2024-07-03 00:44:00,True,2024-07-04 06:44:00,True,2024-07-04 07:11:00,True,2024-07-04 07:11:00,31.183333333333334,
U000185,True,2024-11-03 00:15:00,True,2024-11-03 00:43:00,True,2024-11-03 11:43:00,True,2024-11-03 12:09:00,True,2024-11-03 12:09:00,12.15,
U000186,True,2025-05-09 00:09:00,True,2025-05-09 01:08:00,True,2025-05-10 07:08:00,True,2025-05-10 07:30:00,True,2025-05-10 07:30:00,31.5,
U000187,True,2025-06-21 00:22:00,False,,False,,False,,False,,,
U000188,True,2024-10-13 00:29:00,True,2024-10-13 01:22:00,True,2024-10-13 11:22:00,True,2024-10-13 11:29:00,True,2024-10-13 11:29:00,11.483333333333333,
U000189,True,2024-06-09 00:25:00,True,2024-06-09 00:46:00,True,2024-06-10 00:46:00,True,2024-06-10 01:09:00,True,2024-06-10 01:09:00,25.15,
U000190,False,,False,,False,,False,,False,,,
U000191,True,2025-12-25 00:29:00,True,2025-12-25 00:49:00,True,2025-12-25 07:49:00,True,2025-12-25 08:12:00,True,2025-12-25 08:12:00,8.2,variant_a
U000192,False,,False,,False,,False,,False,,,
U000193,True,2024-01-03 00:07:00,False,,False,,False,,False,,,
U000194,True,2024-10-30 00:19:00,True,2024-10-30 00:40:00,True,2024-10-31 06:40:00,True,2024-10-31 06:47:00,True,2024-10-31 06:47:00,30.783333333333335,
U000195,True,2024-01-21 00:28:00,True,2024-01-21 01:00:00,False,,False,,False,,,
U000196,False,,False,,False,,False,,False,,,
U000197,True,2024-10-17 00:11:00,True,2024-10-17 00:45:00,True,2024-10-17 21:45:00,True,2024-10-17 22:11:00,True,2024-10-17 22:11:00,22.183333333333334,
U000198,True,2024-09-19 00:21:00,False,,False,,False,,False,,,
U000199,True,2024-03-24 00:10:00,True,2024-03-24 00:47:00,False,,False,,False,,,
U000200,True,2025-12-26 00:26:00,True,2025-12-26 01:23:00,True,2025-12-27 14:23:00,True,2025-12-27 14:50:00,True,2025-12-27 14:50:00,38.833333333333336,control
U000201,True,2024-06-02 00:20:00,True,2024-06-02 01:09:00,True,2024-06-03 01:09:00,True,2024-06-03 01:16:00,True,2024-06-03 01:16:00,25.266666666666666,
U000202,True,2025-11-06 00:26:00,True,2025-11-06 00:39:00,True,2025-11-07 13:39:00,True,2025-11-07 14:02:00,True,2025-11-07 14:02:00,38.03333333333333,variant_a
U000203,True,2025-10-23 00:13:00,True,2025-10-23 00:45:00,True,2025-10-23 22:45:00,False,,False,,,variant_a
U000204,True,2025-03-16 00:26:00,True,2025-03-16 01:04:00,False,,False,,False,,,
U000205,False,,False,,False,,False,,False,,,
U000206,True,2024-12-18 00:27:00,True,2024-12-18 01:18:00,True,2024-12-18 23:18:00,True,2024-12-18 23:32:00,True,2024-12-18 23:32:00,23.533333333333335,
U000207,True,2025-05-31 00:22:00,False,,False,,False,,False,,,
U000208,False,,False,,False,,False,,False,,,
U000209,True,2024-09-20 00:13:00,True,2024-09-20 00:27:00,False,,False,,False,,,
U000210,True,2024-02-24 00:26:00,True,2024-02-24 00:56:00,False,,False,,False,,,
U000211,True,2024-09-04 00:25:00,True,2024-09-04 00:49:00,False,,False,,False,,,
U000212,True,2025-04-04 00:13:00,True,2025-04-04 00:42:00,False,,False,,False,,,
U000213,False,,False,,False,,False,,False,,,
U000214,True,2024-05-22 00:08:00,True,2024-05-22 01:04:00,True,2024-05-23 13:04:00,False,,False,,,
U000215,False,,False,,False,,False,,False,,,
U000216,True,2025-07-31 00:10:00,True,2025-07-31 00:44:00,True,2025-07-31 08:44:00,True,2025-07-31 09:08:00,True,2025-07-31 09:08:00,9.133333333333333,
U000217,True,2024-06-12 00:07:00,True,2024-06-12 00:29:00,True,2024-06-12 06:29:00,True,2024-06-12 06:56:00,True,2024-06-12 06:56:00,6.933333333333334,
U000218,True,2025-10-14 00:21:00,True,2025-10-14 01:09:00,False,,False,,False,,,control
U000219,True,2025-10-14 00:07:00,True,2025-10-14 00:58:00,True,2025-10-15 18:58:00,False,,False,,,control
U000220,False,,False,,False,,False,,False,,,
U000221,True,2024-09-09 00:16:00,False,,False,,False,,False,,,
U000222,True,2024-09-19 00:28:00,True,2024-09-19 01:05:00,True,2024-09-20 22:05:00,True,2024-09-20 22:34:00,True,2024-09-20 22:34:00,46.56666666666667,
U000223,True,2025-02-23 00:24:00,False,,False,,False,,False,,,
U000224,True,2024-04-01 00:23:00,True,2024-04-01 00:52:00,True,2024-04-02 08:52:00,True,2024-04-02 09:15:00,True,2024-04-02 09:15:00,33.25,
U000225,True,2025-10-11 00:10:00,True,2025-10-11 00:56:00,True,2025-10-12 21:56:00,True,2025-10-12 22:10:00,True,2025-10-12 22:10:00,46.166666666666664,control
U000226,True,2024-12-03 00:22:00,True,2024-12-03 01:12:00,True,2024-12-03 18:12:00,True,2024-12-03 18:22:00,True,2024-12-03 18:22:00,18.366666666666667,
U000227,True,2025-05-24 00:24:00,True,2025-05-24 01:04:00,True,2025-05-26 00:04:00,True,2025-05-26 00:19:00,True,2025-05-26 00:19:00,48.31666666666667,
U000228,True,2024-01-21 00:14:00,True,2024-01-21 00:26:00,False,,False,,False,,,
U000229,True,2024-04-06 00:22:00,True,2024-04-06 00:36:00,True,2024-04-06 03:36:00,True,2024-04-06 03:42:00,True,2024-04-06 03:42:00,3.7,
U000230,True,2025-12-26 00:15:00,True,2025-12-26 00:26:00,True,2025-12-27 08:26:00,True,2025-12-27 08:34:00,True,2025-12-27 08:34:00,32.56666666666667,control
U000231,True,2024-03-27 00:17:00,False,,False,,False,,False,,,
U000232,True,2025-10-06 00:15:00,True,2025-10-06 00:39:00,True,2025-10-06 22:39:00,True,2025-10-06 22:57:00,True,2025-10-06 22:57:00,22.95,variant_a
U000233,True,2025-06-23 00:27:00,False,,False,,False,,False,,,
U000234,True,2024-12-02 00:06:00,True,2024-12-02 01:04:00,True,2024-12-03 16:04:00,False,,False,,,
U000235,True,2024-04-28 00:12:00,True,2024-04-28 00:44:00,True,2024-04-29 18:44:00,True,2024-04-29 18:55:00,True,2024-04-29 18:55:00,42.916666666666664,
U000236,True,2024-06-08 00:08:00,True,2024-06-08 00:29:00,False,,False,,False,,,
